atID,logFC,P-value,FDR,type,key
AT3G07070,0.96,0.000558478,0.028937442,-Pi_ph5/+Pi_pH6,wt
AT4G15550,0.96,0.000222726,0.014554885,-Pi_ph5/+Pi_pH6,wt
AT5G64260,0.94,0.000866388,0.040229854,-Pi_ph5/+Pi_pH6,wt
AT4G27290,0.94,3.60414E-05,0.003543493,-Pi_ph5/+Pi_pH6,wt
AT1G27200,0.93,3.28726E-06,0.000497958,-Pi_ph5/+Pi_pH6,wt
AT1G09170,0.93,0.000553134,0.028929913,-Pi_ph5/+Pi_pH6,wt
AT4G09500,0.90,0.000157966,0.011063042,-Pi_ph5/+Pi_pH6,wt
AT1G09530,0.89,0.001152909,0.049118745,-Pi_ph5/+Pi_pH6,wt
AT5G03640,0.89,2.6955E-05,0.002798119,-Pi_ph5/+Pi_pH6,wt
AT4G07960,0.88,8.65935E-05,0.006917334,-Pi_ph5/+Pi_pH6,wt
AT5G46870,0.88,0.000270292,0.017007592,-Pi_ph5/+Pi_pH6,wt
AT3G63380,0.88,5.83447E-05,0.00509893,-Pi_ph5/+Pi_pH6,wt
AT5G62280,0.87,0.000914383,0.041187516,-Pi_ph5/+Pi_pH6,wt
AT2G16980,0.87,6.4271E-06,0.000888069,-Pi_ph5/+Pi_pH6,wt
AT5G20280,0.86,7.36543E-06,0.000971866,-Pi_ph5/+Pi_pH6,wt
AT1G79180,0.85,0.000935669,0.041778384,-Pi_ph5/+Pi_pH6,wt
AT1G66180,0.85,0.0009098,0.041187516,-Pi_ph5/+Pi_pH6,wt
AT4G25160,0.85,0.00074911,0.036045395,-Pi_ph5/+Pi_pH6,wt
AT5G53990,0.84,3.02787E-05,0.003080591,-Pi_ph5/+Pi_pH6,wt
AT2G44110,0.83,0.000241063,0.015453736,-Pi_ph5/+Pi_pH6,wt
AT5G49270,0.81,0.000168683,0.011653957,-Pi_ph5/+Pi_pH6,wt
AT1G69240,0.81,9.90329E-05,0.007642354,-Pi_ph5/+Pi_pH6,wt
AT3G57140,0.80,0.000407303,0.023331518,-Pi_ph5/+Pi_pH6,wt
AT2G46600,0.80,0.000874867,0.040477434,-Pi_ph5/+Pi_pH6,wt
AT4G31250,0.80,0.000218093,0.014342013,-Pi_ph5/+Pi_pH6,wt
AT5G61350,0.79,0.000878476,0.040552673,-Pi_ph5/+Pi_pH6,wt
AT4G34580,0.79,0.000611513,0.031030855,-Pi_ph5/+Pi_pH6,wt
AT3G21250,0.79,0.001027453,0.044865653,-Pi_ph5/+Pi_pH6,wt
AT2G22920,0.78,0.000734745,0.035521349,-Pi_ph5/+Pi_pH6,wt
AT5G47050,0.78,0.000133521,0.009547183,-Pi_ph5/+Pi_pH6,wt
AT2G21830,0.77,0.000688686,0.034100773,-Pi_ph5/+Pi_pH6,wt
AT5G36180,0.77,0.000549364,0.028806411,-Pi_ph5/+Pi_pH6,wt
AT4G34131,0.76,0.000862381,0.040172403,-Pi_ph5/+Pi_pH6,wt
AT1G55920,0.76,0.000291229,0.018047353,-Pi_ph5/+Pi_pH6,wt
AT3G60330,0.74,6.9344E-05,0.005760695,-Pi_ph5/+Pi_pH6,wt
AT4G23920,0.74,0.000211569,0.014139194,-Pi_ph5/+Pi_pH6,wt
AT1G10530,0.73,0.000964244,0.042960334,-Pi_ph5/+Pi_pH6,wt
AT3G10960,0.72,0.000224803,0.014640804,-Pi_ph5/+Pi_pH6,wt
AT4G30960,0.72,7.44322E-06,0.000975729,-Pi_ph5/+Pi_pH6,wt
AT5G53420,0.72,0.000173713,0.011961071,-Pi_ph5/+Pi_pH6,wt
AT5G57660,0.71,0.000403026,0.02319849,-Pi_ph5/+Pi_pH6,wt
AT1G58360,0.71,0.000215386,0.014313533,-Pi_ph5/+Pi_pH6,wt
AT2G25490,0.70,0.000887923,0.040804535,-Pi_ph5/+Pi_pH6,wt
AT2G22470,0.70,0.000281251,0.017482036,-Pi_ph5/+Pi_pH6,wt
AT4G05200,0.69,0.000376607,0.021941893,-Pi_ph5/+Pi_pH6,wt
AT4G00460,0.68,0.000495617,0.02688425,-Pi_ph5/+Pi_pH6,wt
AT5G03670,0.68,6.19347E-05,0.005344159,-Pi_ph5/+Pi_pH6,wt
AT5G22890,0.68,0.000711399,0.034804104,-Pi_ph5/+Pi_pH6,wt
AT3G30180,0.67,0.000529487,0.027907217,-Pi_ph5/+Pi_pH6,wt
AT1G10050,0.67,0.000316804,0.019224447,-Pi_ph5/+Pi_pH6,wt
AT1G53470,0.65,0.000803688,0.038310984,-Pi_ph5/+Pi_pH6,wt
AT4G19810,0.65,0.001024546,0.044865653,-Pi_ph5/+Pi_pH6,wt
AT5G63650,0.65,6.94677E-05,0.005760695,-Pi_ph5/+Pi_pH6,wt
AT1G08840,0.64,0.000914228,0.041187516,-Pi_ph5/+Pi_pH6,wt
AT2G45750,0.63,0.000464394,0.025392673,-Pi_ph5/+Pi_pH6,wt
AT4G30560,0.62,0.000108481,0.008156044,-Pi_ph5/+Pi_pH6,wt
AT5G50180,0.61,0.000125823,0.009092181,-Pi_ph5/+Pi_pH6,wt
AT5G60700,0.61,0.000935672,0.041778384,-Pi_ph5/+Pi_pH6,wt
AT1G61590,0.61,0.000691783,0.034107388,-Pi_ph5/+Pi_pH6,wt
AT4G33030,0.60,0.000562406,0.028937442,-Pi_ph5/+Pi_pH6,wt
AT4G10380,0.56,0.00084432,0.039543154,-Pi_ph5/+Pi_pH6,wt
AT5G49890,0.55,0.000913296,0.041187516,-Pi_ph5/+Pi_pH6,wt
AT1G53830,0.55,0.000981114,0.043522287,-Pi_ph5/+Pi_pH6,wt
AT5G18170,0.54,0.000312116,0.019022678,-Pi_ph5/+Pi_pH6,wt
AT2G38860,0.54,0.000528628,0.027907217,-Pi_ph5/+Pi_pH6,wt
AT1G30110,-0.55,0.000979519,0.043522287,-Pi_ph5/+Pi_pH6,wt
AT5G13420,-0.57,0.001062771,0.04575509,-Pi_ph5/+Pi_pH6,wt
AT1G18210,-0.58,0.00090429,0.041187516,-Pi_ph5/+Pi_pH6,wt
AT1G49820,-0.60,0.000664291,0.033052928,-Pi_ph5/+Pi_pH6,wt
AT5G42720,-0.61,0.000746422,0.036000775,-Pi_ph5/+Pi_pH6,wt
AT4G15400,-0.61,0.000994247,0.044009435,-Pi_ph5/+Pi_pH6,wt
AT4G24310,-0.62,0.000498695,0.026929388,-Pi_ph5/+Pi_pH6,wt
AT1G49230,-0.62,0.00080913,0.038382353,-Pi_ph5/+Pi_pH6,wt
AT4G26060,-0.62,0.000434369,0.024164282,-Pi_ph5/+Pi_pH6,wt
AT3G51330,-0.64,0.000272188,0.017074364,-Pi_ph5/+Pi_pH6,wt
AT1G71870,-0.64,0.000567685,0.029095626,-Pi_ph5/+Pi_pH6,wt
AT2G42840,-0.65,0.000100343,0.00765679,-Pi_ph5/+Pi_pH6,wt
AT4G22270,-0.66,0.000215578,0.014313533,-Pi_ph5/+Pi_pH6,wt
AT1G35580,-0.66,9.31257E-05,0.00726878,-Pi_ph5/+Pi_pH6,wt
AT1G23150,-0.66,0.001048545,0.045374385,-Pi_ph5/+Pi_pH6,wt
AT3G29034,-0.66,0.000894372,0.04100877,-Pi_ph5/+Pi_pH6,wt
AT1G13930,-0.67,0.000499083,0.026929388,-Pi_ph5/+Pi_pH6,wt
AT3G07270,-0.68,0.000456245,0.025081232,-Pi_ph5/+Pi_pH6,wt
AT1G77280,-0.69,0.000280166,0.017467647,-Pi_ph5/+Pi_pH6,wt
AT3G01860,-0.69,0.000241848,0.015455585,-Pi_ph5/+Pi_pH6,wt
AT4G10550,-0.69,0.000723117,0.035208933,-Pi_ph5/+Pi_pH6,wt
AT1G66200,-0.70,0.00085612,0.03997182,-Pi_ph5/+Pi_pH6,wt
AT1G80380,-0.71,0.000520648,0.027799587,-Pi_ph5/+Pi_pH6,wt
AT4G18340,-0.71,0.000131763,0.009454597,-Pi_ph5/+Pi_pH6,wt
AT1G07260,-0.71,0.000317974,0.019238339,-Pi_ph5/+Pi_pH6,wt
AT1G32380,-0.71,0.000727783,0.035268157,-Pi_ph5/+Pi_pH6,wt
AT1G08930,-0.72,0.000808264,0.038382353,-Pi_ph5/+Pi_pH6,wt
AT2G38310,-0.72,5.6585E-05,0.005059532,-Pi_ph5/+Pi_pH6,wt
AT1G73270,-0.73,0.000165449,0.011504717,-Pi_ph5/+Pi_pH6,wt
AT3G09290,-0.73,0.00062643,0.031487628,-Pi_ph5/+Pi_pH6,wt
AT1G02900,-0.73,0.000883854,0.040709063,-Pi_ph5/+Pi_pH6,wt
AT1G29270,-0.73,0.000557004,0.028937442,-Pi_ph5/+Pi_pH6,wt
AT2G35930,-0.73,2.20227E-05,0.002357923,-Pi_ph5/+Pi_pH6,wt
AT3G22840,-0.73,0.001038223,0.045077829,-Pi_ph5/+Pi_pH6,wt
AT3G06990,-0.75,0.000765216,0.036711894,-Pi_ph5/+Pi_pH6,wt
AT2G27660,-0.75,0.000208864,0.014004187,-Pi_ph5/+Pi_pH6,wt
AT1G60095,-0.75,0.000450858,0.024851862,-Pi_ph5/+Pi_pH6,wt
AT1G48500,-0.77,3.45042E-05,0.003425297,-Pi_ph5/+Pi_pH6,wt
AT4G01700,-0.77,0.000130558,0.009401096,-Pi_ph5/+Pi_pH6,wt
AT2G23610,-0.77,6.24673E-05,0.005367462,-Pi_ph5/+Pi_pH6,wt
AT5G45500,-0.77,6.93841E-05,0.005760695,-Pi_ph5/+Pi_pH6,wt
AT1G49160,-0.78,0.000639022,0.031873181,-Pi_ph5/+Pi_pH6,wt
AT5G14760,-0.80,0.001049491,0.045374385,-Pi_ph5/+Pi_pH6,wt
AT3G07195,-0.80,0.000343267,0.020525744,-Pi_ph5/+Pi_pH6,wt
AT1G64400,-0.80,0.000415611,0.023703253,-Pi_ph5/+Pi_pH6,wt
AT5G42010,-0.81,0.000416111,0.023703253,-Pi_ph5/+Pi_pH6,wt
AT1G52200,-0.81,8.54908E-05,0.006856023,-Pi_ph5/+Pi_pH6,wt
AT5G01490,-0.81,2.33138E-05,0.002483164,-Pi_ph5/+Pi_pH6,wt
AT3G02140,-0.82,3.07842E-05,0.003116518,-Pi_ph5/+Pi_pH6,wt
AT3G54420,-0.82,5.67584E-05,0.005059532,-Pi_ph5/+Pi_pH6,wt
AT1G31885,-0.83,0.000357825,0.021271857,-Pi_ph5/+Pi_pH6,wt
AT1G01600,-0.83,0.000623472,0.031481484,-Pi_ph5/+Pi_pH6,wt
AT4G12720,-0.84,1.52495E-05,0.001722936,-Pi_ph5/+Pi_pH6,wt
AT3G62210,-0.85,3.20493E-05,0.003228611,-Pi_ph5/+Pi_pH6,wt
AT4G05390,-0.85,0.000114114,0.0084552,-Pi_ph5/+Pi_pH6,wt
AT5G15130,-0.86,1.5049E-06,0.000254975,-Pi_ph5/+Pi_pH6,wt
AT1G22570,-0.86,0.000138238,0.009850091,-Pi_ph5/+Pi_pH6,wt
AT2G16660,-0.87,0.000147912,0.010495076,-Pi_ph5/+Pi_pH6,wt
AT2G44380,-0.88,0.000368879,0.021569962,-Pi_ph5/+Pi_pH6,wt
AT5G01100,-0.88,0.000773945,0.036979378,-Pi_ph5/+Pi_pH6,wt
AT4G37390,-0.89,1.82245E-06,0.000305484,-Pi_ph5/+Pi_pH6,wt
AT1G33610,-0.89,0.000433937,0.024164282,-Pi_ph5/+Pi_pH6,wt
AT1G24320,-0.89,2.13177E-06,0.000340584,-Pi_ph5/+Pi_pH6,wt
AT1G73600,-0.90,0.000441827,0.024419919,-Pi_ph5/+Pi_pH6,wt
AT5G24530,-0.91,2.94142E-06,0.000452271,-Pi_ph5/+Pi_pH6,wt
AT5G40780,-0.91,3.23683E-05,0.003240404,-Pi_ph5/+Pi_pH6,wt
AT2G35270,-0.92,4.07108E-07,8.16211E-05,-Pi_ph5/+Pi_pH6,wt
AT5G07390,-0.92,5.12702E-05,0.004787562,-Pi_ph5/+Pi_pH6,wt
AT2G21045,-0.92,7.16249E-06,0.000963638,-Pi_ph5/+Pi_pH6,wt
AT3G23175,-0.92,3.72466E-05,0.003609918,-Pi_ph5/+Pi_pH6,wt
AT4G14390,-0.93,7.49053E-05,0.006105612,-Pi_ph5/+Pi_pH6,wt
AT1G49320,-0.93,0.000911068,0.041187516,-Pi_ph5/+Pi_pH6,wt
AT5G25810,-0.93,1.4651E-05,0.00167382,-Pi_ph5/+Pi_pH6,wt
AT1G78050,-0.93,0.000187422,0.012775938,-Pi_ph5/+Pi_pH6,wt
AT1G07610,-0.93,0.000437595,0.024251525,-Pi_ph5/+Pi_pH6,wt
AT3G47040,-0.94,7.2371E-05,0.005967685,-Pi_ph5/+Pi_pH6,wt
AT4G13510,-0.96,2.28557E-07,5.08042E-05,-Pi_ph5/+Pi_pH6,wt
AT3G49760,-0.96,0.001177714,0.049967345,-Pi_ph5/+Pi_pH6,wt
AT1G10550,-0.96,0.000422582,0.023872371,-Pi_ph5/+Pi_pH6,wt
AT5G45470,-0.96,3.50753E-07,7.24534E-05,-Pi_ph5/+Pi_pH6,wt
AT5G26280,-0.96,9.30414E-06,0.001171743,-Pi_ph5/+Pi_pH6,wt
AT5G03570,-0.97,2.76491E-07,6.07982E-05,-Pi_ph5/+Pi_pH6,wt
AT5G45480,-0.97,2.99824E-08,8.51583E-06,-Pi_ph5/+Pi_pH6,wt
AT5G45220,-0.97,0.000426783,0.024042634,-Pi_ph5/+Pi_pH6,wt
AT1G51890,-0.98,0.000244399,0.015521582,-Pi_ph5/+Pi_pH6,wt
AT5G12340,-0.98,0.000359969,0.021334232,-Pi_ph5/+Pi_pH6,wt
AT5G60760,-0.99,1.34155E-05,0.001558791,-Pi_ph5/+Pi_pH6,wt
AT1G55120,-0.99,8.52982E-06,0.001097074,-Pi_ph5/+Pi_pH6,wt
AT2G39530,-1.00,2.05055E-06,0.000330187,-Pi_ph5/+Pi_pH6,wt
AT1G15640,-1.01,0.000587745,0.029973537,-Pi_ph5/+Pi_pH6,wt
AT3G05155,-1.03,9.14785E-05,0.007195136,-Pi_ph5/+Pi_pH6,wt
AT4G19720,-1.03,0.000417457,0.023713851,-Pi_ph5/+Pi_pH6,wt
AT3G43890,-1.04,0.000110913,0.008252373,-Pi_ph5/+Pi_pH6,wt
AT4G04710,-1.04,3.68975E-05,0.003609918,-Pi_ph5/+Pi_pH6,wt
AT1G44050,-1.04,6.81511E-05,0.00573535,-Pi_ph5/+Pi_pH6,wt
AT1G45015,-1.04,0.00036601,0.021508318,-Pi_ph5/+Pi_pH6,wt
AT3G18560,-1.06,2.15888E-06,0.000342241,-Pi_ph5/+Pi_pH6,wt
AT4G34950,-1.06,0.000104671,0.007927853,-Pi_ph5/+Pi_pH6,wt
AT5G01790,-1.09,2.58987E-05,0.002702189,-Pi_ph5/+Pi_pH6,wt
AT3G20600,-1.09,0.000845005,0.039543154,-Pi_ph5/+Pi_pH6,wt
AT2G24600,-1.10,0.001028948,0.044865653,-Pi_ph5/+Pi_pH6,wt
AT1G61840,-1.11,0.000473296,0.025741761,-Pi_ph5/+Pi_pH6,wt
AT3G44990,-1.11,2.04366E-05,0.002199622,-Pi_ph5/+Pi_pH6,wt
AT1G29020,-1.12,1.62921E-05,0.001820615,-Pi_ph5/+Pi_pH6,wt
AT4G23550,-1.14,1.05576E-07,2.45343E-05,-Pi_ph5/+Pi_pH6,wt
AT1G50590,-1.14,0.000431727,0.024164282,-Pi_ph5/+Pi_pH6,wt
AT2G28160,-1.14,4.58037E-08,1.23248E-05,-Pi_ph5/+Pi_pH6,wt
AT3G23190,-1.15,3.01086E-07,6.41375E-05,-Pi_ph5/+Pi_pH6,wt
AT2G34180,-1.16,8.00854E-05,0.006498994,-Pi_ph5/+Pi_pH6,wt
AT3G50190,-1.16,0.000295194,0.018182876,-Pi_ph5/+Pi_pH6,wt
AT3G24300,-1.17,5.93463E-07,0.000113235,-Pi_ph5/+Pi_pH6,wt
AT3G20590,-1.17,5.70927E-05,0.005059532,-Pi_ph5/+Pi_pH6,wt
AT2G41100,-1.17,0.000810815,0.038382353,-Pi_ph5/+Pi_pH6,wt
AT5G01600,-1.17,1.30185E-10,6.04503E-08,-Pi_ph5/+Pi_pH6,wt
AT5G52670,-1.19,5.41937E-05,0.004947593,-Pi_ph5/+Pi_pH6,wt
AT3G01190,-1.21,4.67634E-06,0.00068308,-Pi_ph5/+Pi_pH6,wt
AT2G44340,-1.21,0.000361983,0.021334232,-Pi_ph5/+Pi_pH6,wt
AT4G09770,-1.22,1.19577E-05,0.001405797,-Pi_ph5/+Pi_pH6,wt
AT5G09720,-1.22,0.000531284,0.027929963,-Pi_ph5/+Pi_pH6,wt
AT3G50200,-1.23,0.000822896,0.038774722,-Pi_ph5/+Pi_pH6,wt
AT1G55450,-1.23,1.96171E-06,0.000323523,-Pi_ph5/+Pi_pH6,wt
AT3G02620,-1.23,9.09107E-05,0.007195136,-Pi_ph5/+Pi_pH6,wt
AT3G44710,-1.24,0.000560094,0.028937442,-Pi_ph5/+Pi_pH6,wt
AT3G20340,-1.24,8.75091E-06,0.001118476,-Pi_ph5/+Pi_pH6,wt
AT5G10100,-1.25,3.49475E-06,0.000525371,-Pi_ph5/+Pi_pH6,wt
AT2G28710,-1.25,0.000189155,0.012851203,-Pi_ph5/+Pi_pH6,wt
AT2G46495,-1.25,0.000235574,0.015245215,-Pi_ph5/+Pi_pH6,wt
AT1G35910,-1.25,4.5319E-06,0.000671575,-Pi_ph5/+Pi_pH6,wt
AT2G22190,-1.26,0.000394128,0.02283261,-Pi_ph5/+Pi_pH6,wt
AT2G38870,-1.27,9.47957E-06,0.001177321,-Pi_ph5/+Pi_pH6,wt
AT5G20470,-1.27,5.54626E-06,0.000787646,-Pi_ph5/+Pi_pH6,wt
AT5G22570,-1.27,9.78876E-07,0.00017398,-Pi_ph5/+Pi_pH6,wt
AT5G25250,-1.28,0.000692155,0.034107388,-Pi_ph5/+Pi_pH6,wt
AT1G60110,-1.28,6.05079E-05,0.005243161,-Pi_ph5/+Pi_pH6,wt
AT1G80340,-1.29,5.70978E-05,0.005059532,-Pi_ph5/+Pi_pH6,wt
AT1G33612,-1.31,9.85395E-05,0.007633075,-Pi_ph5/+Pi_pH6,wt
AT4G30140,-1.32,3.72352E-05,0.003609918,-Pi_ph5/+Pi_pH6,wt
AT1G07550,-1.33,0.000529119,0.027907217,-Pi_ph5/+Pi_pH6,wt
AT1G09560,-1.33,3.11506E-07,6.56731E-05,-Pi_ph5/+Pi_pH6,wt
AT3G51340,-1.35,0.000122254,0.008897124,-Pi_ph5/+Pi_pH6,wt
AT3G12220,-1.35,1.34237E-06,0.000230684,-Pi_ph5/+Pi_pH6,wt
AT3G07600,-1.35,0.000240738,0.015453736,-Pi_ph5/+Pi_pH6,wt
AT3G06890,-1.38,8.14877E-05,0.006585023,-Pi_ph5/+Pi_pH6,wt
AT2G26820,-1.39,4.47913E-07,8.89303E-05,-Pi_ph5/+Pi_pH6,wt
AT2G43820,-1.41,2.41227E-09,8.80909E-07,-Pi_ph5/+Pi_pH6,wt
AT1G19250,-1.41,1.08598E-05,0.001321928,-Pi_ph5/+Pi_pH6,wt
AT1G21120,-1.41,0.00100698,0.044285448,-Pi_ph5/+Pi_pH6,wt
AT1G15625,-1.42,5.32913E-05,0.004887029,-Pi_ph5/+Pi_pH6,wt
AT4G04700,-1.44,1.3302E-10,6.04503E-08,-Pi_ph5/+Pi_pH6,wt
AT5G49780,-1.45,6.38004E-06,0.000887563,-Pi_ph5/+Pi_pH6,wt
AT3G47050,-1.45,0.000216291,0.014314409,-Pi_ph5/+Pi_pH6,wt
AT3G08040,-1.45,2.28469E-09,8.4949E-07,-Pi_ph5/+Pi_pH6,wt
AT1G44020,-1.45,9.03545E-06,0.001147671,-Pi_ph5/+Pi_pH6,wt
AT5G05900,-1.45,3.04536E-08,8.53117E-06,-Pi_ph5/+Pi_pH6,wt
AT1G50090,-1.46,2.52886E-06,0.000396458,-Pi_ph5/+Pi_pH6,wt
AT1G30730,-1.46,5.45383E-05,0.004956925,-Pi_ph5/+Pi_pH6,wt
AT5G62360,-1.46,8.72879E-05,0.006945671,-Pi_ph5/+Pi_pH6,wt
AT4G23496,-1.47,9.98887E-05,0.00765679,-Pi_ph5/+Pi_pH6,wt
AT5G45490,-1.47,1.03384E-11,6.40667E-09,-Pi_ph5/+Pi_pH6,wt
AT5G54710,-1.49,0.000617888,0.031276754,-Pi_ph5/+Pi_pH6,wt
AT1G11540,-1.50,6.51826E-08,1.68732E-05,-Pi_ph5/+Pi_pH6,wt
AT1G49000,-1.50,5.24893E-05,0.004857046,-Pi_ph5/+Pi_pH6,wt
AT1G15630,-1.51,6.89866E-06,0.000934289,-Pi_ph5/+Pi_pH6,wt
AT2G03260,-1.51,2.82996E-08,8.15109E-06,-Pi_ph5/+Pi_pH6,wt
AT1G58150,-1.54,0.00038032,0.022095269,-Pi_ph5/+Pi_pH6,wt
AT3G51350,-1.55,8.42242E-09,2.82358E-06,-Pi_ph5/+Pi_pH6,wt
AT4G22690,-1.59,0.001033079,0.044949925,-Pi_ph5/+Pi_pH6,wt
AT1G05650,-1.60,4.25942E-05,0.004051402,-Pi_ph5/+Pi_pH6,wt
AT4G01630,-1.60,1.19613E-05,0.001405797,-Pi_ph5/+Pi_pH6,wt
AT1G29670,-1.61,6.37689E-05,0.005456373,-Pi_ph5/+Pi_pH6,wt
AT1G78860,-1.63,8.77864E-09,2.84957E-06,-Pi_ph5/+Pi_pH6,wt
AT4G21680,-1.64,0.000309618,0.018957122,-Pi_ph5/+Pi_pH6,wt
AT1G64910,-1.66,3.3996E-08,9.26957E-06,-Pi_ph5/+Pi_pH6,wt
AT3G59930,-1.66,5.17238E-05,0.00480796,-Pi_ph5/+Pi_pH6,wt
AT1G03400,-1.66,0.001171354,0.049800791,-Pi_ph5/+Pi_pH6,wt
AT4G30120,-1.66,9.8688E-07,0.00017398,-Pi_ph5/+Pi_pH6,wt
AT4G12550,-1.67,6.11221E-06,0.000856128,-Pi_ph5/+Pi_pH6,wt
AT3G07720,-1.71,1.49617E-09,5.66604E-07,-Pi_ph5/+Pi_pH6,wt
AT3G58810,-1.72,8.61118E-12,5.6806E-09,-Pi_ph5/+Pi_pH6,wt
AT5G45070,-1.72,6.36683E-11,3.10004E-08,-Pi_ph5/+Pi_pH6,wt
AT5G52710,-1.73,3.00369E-05,0.00307127,-Pi_ph5/+Pi_pH6,wt
AT2G02310,-1.75,8.10799E-07,0.000149377,-Pi_ph5/+Pi_pH6,wt
AT1G16150,-1.76,6.43722E-05,0.00548505,-Pi_ph5/+Pi_pH6,wt
AT3G61400,-1.77,5.04789E-07,9.9259E-05,-Pi_ph5/+Pi_pH6,wt
AT4G10510,-1.79,9.51509E-08,2.31647E-05,-Pi_ph5/+Pi_pH6,wt
AT4G27845,-1.82,0.000583893,0.029851517,-Pi_ph5/+Pi_pH6,wt
AT2G42060,-1.87,1.00365E-08,3.1098E-06,-Pi_ph5/+Pi_pH6,wt
AT5G44585,-1.88,1.93501E-05,0.002127476,-Pi_ph5/+Pi_pH6,wt
AT1G29740,-1.88,1.06631E-05,0.001305747,-Pi_ph5/+Pi_pH6,wt
AT5G11920,-1.90,1.11463E-12,8.44229E-10,-Pi_ph5/+Pi_pH6,wt
AT2G44370,-1.90,4.058E-09,1.40654E-06,-Pi_ph5/+Pi_pH6,wt
AT4G25310,-1.91,2.58211E-08,7.76531E-06,-Pi_ph5/+Pi_pH6,wt
AT1G30990,-1.91,3.49883E-11,1.88292E-08,-Pi_ph5/+Pi_pH6,wt
AT2G41240,-1.95,3.20488E-06,0.000489103,-Pi_ph5/+Pi_pH6,wt
AT2G19060,-1.96,1.41466E-09,5.56344E-07,-Pi_ph5/+Pi_pH6,wt
AT3G12820,-1.98,1.78372E-08,5.44435E-06,-Pi_ph5/+Pi_pH6,wt
AT5G04730,-1.99,6.6231E-07,0.000124259,-Pi_ph5/+Pi_pH6,wt
AT3G27490,-2.02,0.000218111,0.014342013,-Pi_ph5/+Pi_pH6,wt
AT5G62330,-2.03,9.74126E-05,0.007574481,-Pi_ph5/+Pi_pH6,wt
AT2G43220,-2.03,0.000816249,0.038550326,-Pi_ph5/+Pi_pH6,wt
AT5G52720,-2.04,0.00010667,0.00804942,-Pi_ph5/+Pi_pH6,wt
AT5G50200,-2.04,1.9092E-13,1.6268E-10,-Pi_ph5/+Pi_pH6,wt
AT5G02780,-2.04,9.67066E-07,0.000173478,-Pi_ph5/+Pi_pH6,wt
AT5G62420,-2.05,4.6745E-06,0.00068308,-Pi_ph5/+Pi_pH6,wt
AT5G45080,-2.06,8.35083E-06,0.001080851,-Pi_ph5/+Pi_pH6,wt
AT1G32510,-2.07,0.000362004,0.021334232,-Pi_ph5/+Pi_pH6,wt
AT5G44568,-2.11,1.83806E-05,0.002031802,-Pi_ph5/+Pi_pH6,wt
AT1G29660,-2.11,7.49393E-05,0.006105612,-Pi_ph5/+Pi_pH6,wt
AT5G39493,-2.13,0.00030933,0.018957122,-Pi_ph5/+Pi_pH6,wt
AT2G39200,-2.17,4.30345E-22,2.20014E-18,-Pi_ph5/+Pi_pH6,wt
AT1G54950,-2.18,0.000522344,0.027817542,-Pi_ph5/+Pi_pH6,wt
AT3G27950,-2.21,2.76478E-11,1.5281E-08,-Pi_ph5/+Pi_pH6,wt
AT4G26050,-2.21,5.43432E-07,0.000104841,-Pi_ph5/+Pi_pH6,wt
AT1G49860,-2.22,8.62784E-07,0.000156141,-Pi_ph5/+Pi_pH6,wt
AT4G19770,-2.23,5.96328E-05,0.005189325,-Pi_ph5/+Pi_pH6,wt
AT5G38820,-2.26,2.53966E-06,0.000396458,-Pi_ph5/+Pi_pH6,wt
AT4G14630,-2.29,2.12467E-14,2.17248E-11,-Pi_ph5/+Pi_pH6,wt
AT1G66930,-2.37,4.7706E-08,1.267E-05,-Pi_ph5/+Pi_pH6,wt
AT5G36870,-2.37,3.00204E-07,6.41375E-05,-Pi_ph5/+Pi_pH6,wt
AT4G10500,-2.38,1.98862E-18,5.08341E-15,-Pi_ph5/+Pi_pH6,wt
AT3G50180,-2.39,3.58035E-05,0.003537107,-Pi_ph5/+Pi_pH6,wt
AT3G11402,-2.40,5.39222E-06,0.000771125,-Pi_ph5/+Pi_pH6,wt
AT4G15310,-2.42,0.000561421,0.028937442,-Pi_ph5/+Pi_pH6,wt
AT3G25190,-2.46,4.72041E-15,5.08066E-12,-Pi_ph5/+Pi_pH6,wt
AT4G19690,-2.47,9.55674E-06,0.001177321,-Pi_ph5/+Pi_pH6,wt
AT5G43520,-2.49,2.23491E-17,4.57039E-14,-Pi_ph5/+Pi_pH6,wt
AT2G30670,-2.49,5.98014E-07,0.000113235,-Pi_ph5/+Pi_pH6,wt
AT1G53635,-2.52,8.24518E-07,0.000150548,-Pi_ph5/+Pi_pH6,wt
AT2G30660,-2.55,1.3154E-07,2.98888E-05,-Pi_ph5/+Pi_pH6,wt
AT4G33820,-2.61,6.60648E-05,0.005605916,-Pi_ph5/+Pi_pH6,wt
AT3G58060,-2.62,2.67313E-08,7.85234E-06,-Pi_ph5/+Pi_pH6,wt
AT1G21140,-2.62,2.84378E-16,4.47348E-13,-Pi_ph5/+Pi_pH6,wt
AT3G46900,-2.62,8.9902E-09,2.87265E-06,-Pi_ph5/+Pi_pH6,wt
AT3G56400,-2.63,1.05121E-07,2.45343E-05,-Pi_ph5/+Pi_pH6,wt
AT2G45550,-2.66,0.000222772,0.014554885,-Pi_ph5/+Pi_pH6,wt
AT1G76800,-2.67,7.65027E-13,6.01723E-10,-Pi_ph5/+Pi_pH6,wt
AT5G41280,-2.67,1.89631E-15,2.28115E-12,-Pi_ph5/+Pi_pH6,wt
AT2G40750,-2.71,5.74675E-13,4.70084E-10,-Pi_ph5/+Pi_pH6,wt
