atID,logFC,P-value,FDR,type
AT5G01490,-0.81,2.33138E-05,0.002483164,-Pi_ph5
AT3G02140,-0.82,3.07842E-05,0.003116518,-Pi_ph5
AT3G54420,-0.82,5.67584E-05,0.005059532,-Pi_ph5
AT1G31885,-0.83,0.000357825,0.021271857,-Pi_ph5
AT1G01600,-0.83,0.000623472,0.031481484,-Pi_ph5
AT4G12720,-0.84,1.52495E-05,0.001722936,-Pi_ph5
AT3G62210,-0.85,3.20493E-05,0.003228611,-Pi_ph5
AT4G05390,-0.85,0.000114114,0.0084552,-Pi_ph5
AT5G15130,-0.86,1.5049E-06,0.000254975,-Pi_ph5
AT1G22570,-0.86,0.000138238,0.009850091,-Pi_ph5
AT2G16660,-0.87,0.000147912,0.010495076,-Pi_ph5
AT2G44380,-0.88,0.000368879,0.021569962,-Pi_ph5
AT5G01100,-0.88,0.000773945,0.036979378,-Pi_ph5
AT4G37390,-0.89,1.82245E-06,0.000305484,-Pi_ph5
AT1G33610,-0.89,0.000433937,0.024164282,-Pi_ph5
AT1G24320,-0.89,2.13177E-06,0.000340584,-Pi_ph5
AT1G73600,-0.90,0.000441827,0.024419919,-Pi_ph5
AT5G24530,-0.91,2.94142E-06,0.000452271,-Pi_ph5
AT5G40780,-0.91,3.23683E-05,0.003240404,-Pi_ph5
AT2G35270,-0.92,4.07108E-07,8.16211E-05,-Pi_ph5
AT5G07390,-0.92,5.12702E-05,0.004787562,-Pi_ph5
AT2G21045,-0.92,7.16249E-06,0.000963638,-Pi_ph5
AT3G23175,-0.92,3.72466E-05,0.003609918,-Pi_ph5
AT4G14390,-0.93,7.49053E-05,0.006105612,-Pi_ph5
AT1G49320,-0.93,0.000911068,0.041187516,-Pi_ph5
AT5G25810,-0.93,1.4651E-05,0.00167382,-Pi_ph5
AT1G78050,-0.93,0.000187422,0.012775938,-Pi_ph5
AT1G07610,-0.93,0.000437595,0.024251525,-Pi_ph5
AT3G47040,-0.94,7.2371E-05,0.005967685,-Pi_ph5
AT4G13510,-0.96,2.28557E-07,5.08042E-05,-Pi_ph5
AT3G49760,-0.96,0.001177714,0.049967345,-Pi_ph5
AT1G10550,-0.96,0.000422582,0.023872371,-Pi_ph5
AT5G45470,-0.96,3.50753E-07,7.24534E-05,-Pi_ph5
AT5G26280,-0.96,9.30414E-06,0.001171743,-Pi_ph5
AT5G03570,-0.97,2.76491E-07,6.07982E-05,-Pi_ph5
AT5G45480,-0.97,2.99824E-08,8.51583E-06,-Pi_ph5
AT5G45220,-0.97,0.000426783,0.024042634,-Pi_ph5
AT1G51890,-0.98,0.000244399,0.015521582,-Pi_ph5
AT5G12340,-0.98,0.000359969,0.021334232,-Pi_ph5
AT5G60760,-0.99,1.34155E-05,0.001558791,-Pi_ph5
AT1G55120,-0.99,8.52982E-06,0.001097074,-Pi_ph5
AT2G39530,-1.00,2.05055E-06,0.000330187,-Pi_ph5
AT1G15640,-1.01,0.000587745,0.029973537,-Pi_ph5
AT3G05155,-1.03,9.14785E-05,0.007195136,-Pi_ph5
AT4G19720,-1.03,0.000417457,0.023713851,-Pi_ph5
AT3G43890,-1.04,0.000110913,0.008252373,-Pi_ph5
AT4G04710,-1.04,3.68975E-05,0.003609918,-Pi_ph5
AT1G44050,-1.04,6.81511E-05,0.00573535,-Pi_ph5
AT1G45015,-1.04,0.00036601,0.021508318,-Pi_ph5
AT3G18560,-1.06,2.15888E-06,0.000342241,-Pi_ph5
AT4G34950,-1.06,0.000104671,0.007927853,-Pi_ph5
AT5G01790,-1.09,2.58987E-05,0.002702189,-Pi_ph5
AT3G20600,-1.09,0.000845005,0.039543154,-Pi_ph5
AT2G24600,-1.10,0.001028948,0.044865653,-Pi_ph5
AT1G61840,-1.11,0.000473296,0.025741761,-Pi_ph5
AT3G44990,-1.11,2.04366E-05,0.002199622,-Pi_ph5
AT1G29020,-1.12,1.62921E-05,0.001820615,-Pi_ph5
AT4G23550,-1.14,1.05576E-07,2.45343E-05,-Pi_ph5
AT1G50590,-1.14,0.000431727,0.024164282,-Pi_ph5
AT2G28160,-1.14,4.58037E-08,1.23248E-05,-Pi_ph5
AT3G23190,-1.15,3.01086E-07,6.41375E-05,-Pi_ph5
AT2G34180,-1.16,8.00854E-05,0.006498994,-Pi_ph5
AT3G50190,-1.16,0.000295194,0.018182876,-Pi_ph5
AT3G24300,-1.17,5.93463E-07,0.000113235,-Pi_ph5
AT3G20590,-1.17,5.70927E-05,0.005059532,-Pi_ph5
AT2G41100,-1.17,0.000810815,0.038382353,-Pi_ph5
AT5G01600,-1.17,1.30185E-10,6.04503E-08,-Pi_ph5
AT5G52670,-1.19,5.41937E-05,0.004947593,-Pi_ph5
AT3G01190,-1.21,4.67634E-06,0.00068308,-Pi_ph5
AT2G44340,-1.21,0.000361983,0.021334232,-Pi_ph5
AT4G09770,-1.22,1.19577E-05,0.001405797,-Pi_ph5
AT5G09720,-1.22,0.000531284,0.027929963,-Pi_ph5
AT3G50200,-1.23,0.000822896,0.038774722,-Pi_ph5
AT1G55450,-1.23,1.96171E-06,0.000323523,-Pi_ph5
AT3G02620,-1.23,9.09107E-05,0.007195136,-Pi_ph5
AT3G44710,-1.24,0.000560094,0.028937442,-Pi_ph5
AT3G20340,-1.24,8.75091E-06,0.001118476,-Pi_ph5
AT5G10100,-1.25,3.49475E-06,0.000525371,-Pi_ph5
AT2G28710,-1.25,0.000189155,0.012851203,-Pi_ph5
AT2G46495,-1.25,0.000235574,0.015245215,-Pi_ph5
AT1G35910,-1.25,4.5319E-06,0.000671575,-Pi_ph5
AT2G22190,-1.26,0.000394128,0.02283261,-Pi_ph5
AT2G38870,-1.27,9.47957E-06,0.001177321,-Pi_ph5
AT5G20470,-1.27,5.54626E-06,0.000787646,-Pi_ph5
AT5G22570,-1.27,9.78876E-07,0.00017398,-Pi_ph5
AT5G25250,-1.28,0.000692155,0.034107388,-Pi_ph5
AT1G60110,-1.28,6.05079E-05,0.005243161,-Pi_ph5
AT1G80340,-1.29,5.70978E-05,0.005059532,-Pi_ph5
AT1G33612,-1.31,9.85395E-05,0.007633075,-Pi_ph5
AT4G30140,-1.32,3.72352E-05,0.003609918,-Pi_ph5
AT1G07550,-1.33,0.000529119,0.027907217,-Pi_ph5
AT1G09560,-1.33,3.11506E-07,6.56731E-05,-Pi_ph5
AT3G51340,-1.35,0.000122254,0.008897124,-Pi_ph5
AT3G12220,-1.35,1.34237E-06,0.000230684,-Pi_ph5
AT3G07600,-1.35,0.000240738,0.015453736,-Pi_ph5
AT3G06890,-1.38,8.14877E-05,0.006585023,-Pi_ph5
AT2G26820,-1.39,4.47913E-07,8.89303E-05,-Pi_ph5
AT2G43820,-1.41,2.41227E-09,8.80909E-07,-Pi_ph5
AT1G19250,-1.41,1.08598E-05,0.001321928,-Pi_ph5
AT1G21120,-1.41,0.00100698,0.044285448,-Pi_ph5
AT1G15625,-1.42,5.32913E-05,0.004887029,-Pi_ph5
AT4G04700,-1.44,1.3302E-10,6.04503E-08,-Pi_ph5
AT5G49780,-1.45,6.38004E-06,0.000887563,-Pi_ph5
AT3G47050,-1.45,0.000216291,0.014314409,-Pi_ph5
AT3G08040,-1.45,2.28469E-09,8.4949E-07,-Pi_ph5
AT1G44020,-1.45,9.03545E-06,0.001147671,-Pi_ph5
AT5G05900,-1.45,3.04536E-08,8.53117E-06,-Pi_ph5
AT1G50090,-1.46,2.52886E-06,0.000396458,-Pi_ph5
AT1G30730,-1.46,5.45383E-05,0.004956925,-Pi_ph5
AT5G62360,-1.46,8.72879E-05,0.006945671,-Pi_ph5
AT4G23496,-1.47,9.98887E-05,0.00765679,-Pi_ph5
AT5G45490,-1.47,1.03384E-11,6.40667E-09,-Pi_ph5
AT5G54710,-1.49,0.000617888,0.031276754,-Pi_ph5
AT1G11540,-1.50,6.51826E-08,1.68732E-05,-Pi_ph5
AT1G49000,-1.50,5.24893E-05,0.004857046,-Pi_ph5
AT1G15630,-1.51,6.89866E-06,0.000934289,-Pi_ph5
AT2G03260,-1.51,2.82996E-08,8.15109E-06,-Pi_ph5
AT1G58150,-1.54,0.00038032,0.022095269,-Pi_ph5
AT3G51350,-1.55,8.42242E-09,2.82358E-06,-Pi_ph5
AT4G22690,-1.59,0.001033079,0.044949925,-Pi_ph5
AT1G05650,-1.60,4.25942E-05,0.004051402,-Pi_ph5
AT4G01630,-1.60,1.19613E-05,0.001405797,-Pi_ph5
AT1G29670,-1.61,6.37689E-05,0.005456373,-Pi_ph5
AT1G78860,-1.63,8.77864E-09,2.84957E-06,-Pi_ph5
AT4G21680,-1.64,0.000309618,0.018957122,-Pi_ph5
AT1G64910,-1.66,3.3996E-08,9.26957E-06,-Pi_ph5
AT3G59930,-1.66,5.17238E-05,0.00480796,-Pi_ph5
AT1G03400,-1.66,0.001171354,0.049800791,-Pi_ph5
AT4G30120,-1.66,9.8688E-07,0.00017398,-Pi_ph5
AT4G12550,-1.67,6.11221E-06,0.000856128,-Pi_ph5
AT3G07720,-1.71,1.49617E-09,5.66604E-07,-Pi_ph5
AT3G58810,-1.72,8.61118E-12,5.6806E-09,-Pi_ph5
AT5G45070,-1.72,6.36683E-11,3.10004E-08,-Pi_ph5
AT5G52710,-1.73,3.00369E-05,0.00307127,-Pi_ph5
AT2G02310,-1.75,8.10799E-07,0.000149377,-Pi_ph5
AT1G16150,-1.76,6.43722E-05,0.00548505,-Pi_ph5
AT3G61400,-1.77,5.04789E-07,9.9259E-05,-Pi_ph5
AT4G10510,-1.79,9.51509E-08,2.31647E-05,-Pi_ph5
AT4G27845,-1.82,0.000583893,0.029851517,-Pi_ph5
AT2G42060,-1.87,1.00365E-08,3.1098E-06,-Pi_ph5
AT5G44585,-1.88,1.93501E-05,0.002127476,-Pi_ph5
AT1G29740,-1.88,1.06631E-05,0.001305747,-Pi_ph5
AT5G11920,-1.90,1.11463E-12,8.44229E-10,-Pi_ph5
AT2G44370,-1.90,4.058E-09,1.40654E-06,-Pi_ph5
AT4G25310,-1.91,2.58211E-08,7.76531E-06,-Pi_ph5
AT1G30990,-1.91,3.49883E-11,1.88292E-08,-Pi_ph5
AT2G41240,-1.95,3.20488E-06,0.000489103,-Pi_ph5
AT2G19060,-1.96,1.41466E-09,5.56344E-07,-Pi_ph5
AT3G12820,-1.98,1.78372E-08,5.44435E-06,-Pi_ph5
AT5G04730,-1.99,6.6231E-07,0.000124259,-Pi_ph5
AT3G27490,-2.02,0.000218111,0.014342013,-Pi_ph5
AT5G62330,-2.03,9.74126E-05,0.007574481,-Pi_ph5
AT2G43220,-2.03,0.000816249,0.038550326,-Pi_ph5
AT5G52720,-2.04,0.00010667,0.00804942,-Pi_ph5
AT5G50200,-2.04,1.9092E-13,1.6268E-10,-Pi_ph5
AT5G02780,-2.04,9.67066E-07,0.000173478,-Pi_ph5
AT5G62420,-2.05,4.6745E-06,0.00068308,-Pi_ph5
AT5G45080,-2.06,8.35083E-06,0.001080851,-Pi_ph5
AT1G32510,-2.07,0.000362004,0.021334232,-Pi_ph5
AT5G44568,-2.11,1.83806E-05,0.002031802,-Pi_ph5
AT1G29660,-2.11,7.49393E-05,0.006105612,-Pi_ph5
AT5G39493,-2.13,0.00030933,0.018957122,-Pi_ph5
AT2G39200,-2.17,4.30345E-22,2.20014E-18,-Pi_ph5
AT1G54950,-2.18,0.000522344,0.027817542,-Pi_ph5
AT3G27950,-2.21,2.76478E-11,1.5281E-08,-Pi_ph5
AT4G26050,-2.21,5.43432E-07,0.000104841,-Pi_ph5
AT1G49860,-2.22,8.62784E-07,0.000156141,-Pi_ph5
AT4G19770,-2.23,5.96328E-05,0.005189325,-Pi_ph5
AT5G38820,-2.26,2.53966E-06,0.000396458,-Pi_ph5
AT4G14630,-2.29,2.12467E-14,2.17248E-11,-Pi_ph5
AT1G66930,-2.37,4.7706E-08,1.267E-05,-Pi_ph5
AT5G36870,-2.37,3.00204E-07,6.41375E-05,-Pi_ph5
AT4G10500,-2.38,1.98862E-18,5.08341E-15,-Pi_ph5
AT3G50180,-2.39,3.58035E-05,0.003537107,-Pi_ph5
AT3G11402,-2.40,5.39222E-06,0.000771125,-Pi_ph5
AT4G15310,-2.42,0.000561421,0.028937442,-Pi_ph5
AT3G25190,-2.46,4.72041E-15,5.08066E-12,-Pi_ph5
AT4G19690,-2.47,9.55674E-06,0.001177321,-Pi_ph5
AT5G43520,-2.49,2.23491E-17,4.57039E-14,-Pi_ph5
AT2G30670,-2.49,5.98014E-07,0.000113235,-Pi_ph5
AT1G53635,-2.52,8.24518E-07,0.000150548,-Pi_ph5
AT2G30660,-2.55,1.3154E-07,2.98888E-05,-Pi_ph5
AT4G33820,-2.61,6.60648E-05,0.005605916,-Pi_ph5
AT3G58060,-2.62,2.67313E-08,7.85234E-06,-Pi_ph5
AT1G21140,-2.62,2.84378E-16,4.47348E-13,-Pi_ph5
AT3G46900,-2.62,8.9902E-09,2.87265E-06,-Pi_ph5
AT3G56400,-2.63,1.05121E-07,2.45343E-05,-Pi_ph5
AT2G45550,-2.66,0.000222772,0.014554885,-Pi_ph5
AT1G76800,-2.67,7.65027E-13,6.01723E-10,-Pi_ph5
AT5G41280,-2.67,1.89631E-15,2.28115E-12,-Pi_ph5
AT2G40750,-2.71,5.74675E-13,4.70084E-10,-Pi_ph5
AT5G59680,-2.73,8.36547E-14,7.77609E-11,-Pi_ph5
AT2G13810,-2.83,0.000563183,0.028937442,-Pi_ph5
AT5G01900,-2.83,7.68048E-06,0.001000419,-Pi_ph5
AT2G45360,-2.87,1.01691E-11,6.40667E-09,-Pi_ph5
AT4G09780,-2.91,1.3582E-05,0.001560407,-Pi_ph5
AT5G22555,-2.95,5.25907E-11,2.62312E-08,-Pi_ph5
AT2G02580,-2.95,1.10073E-06,0.000192392,-Pi_ph5
AT4G07820,-2.97,5.02635E-06,0.000728999,-Pi_ph5
AT5G37450,-2.99,1.4835E-09,5.66604E-07,-Pi_ph5
AT4G27850,-2.99,2.21815E-10,9.65131E-08,-Pi_ph5
AT5G39160,-3.05,0.00063154,0.03165437,-Pi_ph5
AT4G17860,-3.14,3.90972E-05,0.003771405,-Pi_ph5
AT5G61290,-3.17,0.000115523,0.008491463,-Pi_ph5
AT1G73120,-3.17,3.18302E-08,8.79631E-06,-Pi_ph5
AT2G19210,-3.18,3.0711E-09,1.10182E-06,-Pi_ph5
AT1G21210,-3.22,4.93247E-11,2.52173E-08,-Pi_ph5
AT5G39150,-3.25,6.54279E-06,0.000897987,-Pi_ph5
AT1G52120,-3.32,1.36611E-10,6.07325E-08,-Pi_ph5
AT2G25410,-3.41,1.28347E-09,5.14648E-07,-Pi_ph5
AT1G34047,-3.43,2.94542E-07,6.40786E-05,-Pi_ph5
AT2G28850,-3.46,2.00829E-06,0.000327343,-Pi_ph5
AT3G50160,-3.49,2.58808E-05,0.002702189,-Pi_ph5
AT3G60270,-3.58,3.89971E-17,7.24992E-14,-Pi_ph5
AT3G29110,-3.61,2.03376E-05,0.002199622,-Pi_ph5
AT1G26250,-3.64,1.15071E-05,0.001376137,-Pi_ph5
AT1G26255,-3.67,0.0002587,0.016328455,-Pi_ph5
AT1G01580,-3.68,9.05657E-17,1.54339E-13,-Pi_ph5
AT3G60470,-3.68,9.42252E-09,2.96447E-06,-Pi_ph5
AT4G32950,-3.68,0.000293517,0.018134202,-Pi_ph5
AT3G03670,-3.73,1.17315E-06,0.000203313,-Pi_ph5
AT1G52130,-3.86,6.8575E-07,0.000127487,-Pi_ph5
AT5G41290,-3.86,1.71611E-22,1.16981E-18,-Pi_ph5
AT2G21900,-3.93,2.01688E-06,0.000327343,-Pi_ph5
AT5G48430,-4.00,4.56485E-26,4.66756E-22,-Pi_ph5
AT4G31940,-4.01,1.50865E-06,0.000254975,-Pi_ph5
AT1G33840,-4.19,2.48816E-12,1.81725E-09,-Pi_ph5
AT3G28510,-4.20,0.00019171,0.012981665,-Pi_ph5
AT1G05873,-4.27,1.70927E-05,0.00189971,-Pi_ph5
AT5G41300,-4.27,1.27093E-18,3.71292E-15,-Pi_ph5
AT2G26400,-4.29,1.71261E-11,1.00065E-08,-Pi_ph5
AT1G09790,-4.36,3.24833E-05,0.003240404,-Pi_ph5
AT2G34000,-4.54,2.37535E-05,0.002503908,-Pi_ph5
AT5G23990,-4.60,1.34067E-15,1.82778E-12,-Pi_ph5
AT5G33355,-4.62,1.20259E-15,1.75663E-12,-Pi_ph5
AT5G17220,-4.72,0.000700412,0.034425496,-Pi_ph5
AT3G53280,-4.78,0.000527964,0.027907217,-Pi_ph5
AT4G19760,-4.82,7.22118E-06,0.000965184,-Pi_ph5
AT1G08090,-5.01,1.61254E-15,2.06102E-12,-Pi_ph5
AT1G56160,-5.30,8.61433E-09,2.84134E-06,-Pi_ph5
AT3G12230,-5.42,2.92349E-12,2.06157E-09,-Pi_ph5
AT4G19750,-5.44,3.16968E-12,2.16067E-09,-Pi_ph5
AT3G46190,-5.64,9.81099E-08,2.36041E-05,-Pi_ph5
AT1G61800,-5.83,0.000339777,0.020429037,-Pi_ph5
AT5G07760,-7.10,1.25766E-07,2.8898E-05,-Pi_ph5
AT1G15610,-7.98,2.68784E-08,7.85234E-06,-Pi_ph5
AT3G12900,-8.21,1.34419E-11,8.08493E-09,-Pi_ph5
AT5G42800,-8.37,0.000369168,0.021569962,-Pi_ph5
AT5G26000,-9.23,0.000148317,0.010495076,-Pi_ph5
AT5G38430,-9.56,0.00027876,0.017433128,-Pi_ph5
AT3G45140,-10.04,0.000517257,0.027690852,-Pi_ph5
AT5G20630,-10.27,0.000420721,0.02383306,-Pi_ph5
AT1G26390,9.80,2.25946E-21,7.8315E-19,+Al
AT4G10250,9.62,0.000666572,0.010461545,+Al
AT4G27670,9.19,0.001193406,0.016658806,+Al
AT3G16525,9.18,3.85629E-14,6.62698E-12,+Al
AT4G31970,8.39,1.66332E-07,8.04133E-06,+Al
AT4G13420,8.18,5.30247E-79,3.61452E-75,+Al
AT3G05727,8.13,5.00651E-05,0.001198866,+Al
AT2G30770,7.99,1.86689E-16,4.06147E-14,+Al
AT5G07570,7.98,7.26183E-24,3.80781E-21,+Al
AT2G30750,7.88,1.04873E-29,9.7484E-27,+Al
AT5G46810,7.88,4.39444E-11,4.93771E-09,+Al
AT2G34990,7.81,7.78218E-10,6.44314E-08,+Al
AT1G13490,7.69,7.12171E-10,5.94445E-08,+Al
AT5G66780,7.68,0.000100126,0.002166756,+Al
AT1G04517,7.65,2.65554E-10,2.44621E-08,+Al
AT1G51330,7.59,7.51522E-10,6.24741E-08,+Al
AT5G38910,7.58,3.33606E-34,4.87303E-31,+Al
AT5G61160,7.46,0.000170142,0.003421243,+Al
AT4G05540,7.06,9.52805E-08,4.95798E-06,+Al
AT1G67980,7.04,2.83423E-05,0.000730168,+Al
AT4G25200,7.00,0.004551615,0.047057895,+Al
AT1G79680,6.75,1.20963E-06,4.58941E-05,+Al
AT2G37770,6.71,4.20401E-06,0.000135817,+Al
AT5G44990,6.70,3.32715E-13,5.15456E-11,+Al
AT1G26380,6.60,8.07814E-22,3.17688E-19,+Al
AT1G26410,6.44,4.38341E-37,9.96009E-34,+Al
AT1G21850,6.38,1.05151E-05,0.000308513,+Al
AT1G70830,6.34,4.7722E-07,2.07201E-05,+Al
AT5G06760,6.30,9.82456E-18,2.5114E-15,+Al
AT5G07310,6.26,5.30353E-05,0.001256746,+Al
AT5G17860,6.21,1.92655E-09,1.50374E-07,+Al
AT5G07572,6.16,1.0499E-10,1.07352E-08,+Al
AT3G25240,6.03,0.000101415,0.002192322,+Al
AT1G54870,5.94,8.07262E-05,0.001796355,+Al
AT3G60120,5.92,0.000460405,0.00769851,+Al
AT1G64710,5.89,0.000797937,0.012060467,+Al
AT5G44567,5.85,0.000180267,0.003603569,+Al
AT3G16530,5.80,2.24475E-33,3.06035E-30,+Al
AT1G71140,5.79,3.42136E-21,1.1285E-18,+Al
AT3G51895,5.78,1.7361E-11,2.13874E-09,+Al
AT2G04050,5.73,0.00029397,0.005324786,+Al
AT2G08820,5.63,2.63511E-07,1.21919E-05,+Al
AT5G03985,5.60,6.37397E-29,5.43115E-26,+Al
AT5G52390,5.60,8.91097E-09,5.91654E-07,+Al
AT5G55150,5.59,0.003448005,0.03792991,+Al
AT1G08430,5.53,7.71986E-80,7.89356E-76,+Al
AT4G18990,5.50,0.000752806,0.011514495,+Al
AT1G63780,5.47,0.003876708,0.0415074,+Al
AT2G01020,5.34,0.003981174,0.042373103,+Al
AT2G26695,5.33,4.18684E-06,0.000135817,+Al
AT1G71000,5.31,0.000421911,0.007178099,+Al
AT5G07560,5.31,1.51616E-11,1.90218E-09,+Al
AT1G53540,5.29,0.000371077,0.006430949,+Al
AT2G01379,5.20,0.002376018,0.028431574,+Al
AT5G40530,5.20,0.001812007,0.023073187,+Al
AT5G06865,5.16,1.01797E-10,1.05138E-08,+Al
AT2G36800,5.16,0.000612063,0.009740618,+Al
AT2G18480,5.15,5.05529E-09,3.57719E-07,+Al
AT3G46230,5.12,0.00030416,0.005480238,+Al
AT2G43590,5.12,1.65384E-38,4.83157E-35,+Al
AT2G43510,5.11,3.31858E-24,1.83419E-21,+Al
AT4G19970,5.11,0.002582982,0.030340027,+Al
AT1G05680,5.04,0.000186039,0.003686529,+Al
AT2G38340,5.01,5.63742E-07,2.37212E-05,+Al
AT2G38240,4.95,0.000113701,0.002422064,+Al
AT4G01560,4.94,0.004952701,0.049991482,+Al
AT3G46080,4.93,7.49907E-09,5.10715E-07,+Al
AT2G43000,4.90,1.08772E-37,2.78048E-34,+Al
AT3G17790,4.89,4.59889E-42,1.56745E-38,+Al
AT2G21070,4.86,0.004126833,0.04350193,+Al
AT2G02930,4.81,4.17771E-06,0.000135817,+Al
AT3G41768,4.79,0.004722602,0.048192222,+Al
AT4G37770,4.71,1.04227E-06,4.03681E-05,+Al
AT4G04990,4.66,1.70481E-50,6.97267E-47,+Al
AT1G71520,4.65,0.004253169,0.044535236,+Al
AT2G28270,4.58,1.49319E-14,2.70227E-12,+Al
AT1G32350,4.57,0.000715085,0.011044927,+Al
AT3G09400,4.51,3.18098E-11,3.65455E-09,+Al
AT2G35980,4.50,1.86599E-19,5.78174E-17,+Al
AT5G05340,4.50,3.22491E-06,0.00010776,+Al
AT3G47480,4.40,7.61976E-07,3.09175E-05,+Al
AT4G30270,4.38,4.51061E-10,3.90856E-08,+Al
AT1G17710,4.29,4.30605E-09,3.08978E-07,+Al
AT3G48850,4.26,4.16196E-11,4.72845E-09,+Al
AT3G07255,4.21,0.004796485,0.048800062,+Al
AT5G24316,4.19,4.92939E-05,0.001182802,+Al
AT2G39400,4.18,6.63923E-14,1.08618E-11,+Al
AT5G25460,4.17,2.6678E-125,5.4557E-121,+Al
AT2G47770,4.14,0.001718457,0.022102168,+Al
AT5G20150,4.13,2.2569E-29,2.00667E-26,+Al
AT5G48400,4.05,7.59195E-11,8.08621E-09,+Al
AT1G51340,4.04,7.87951E-52,4.0284E-48,+Al
AT5G40010,3.99,1.64641E-21,5.805E-19,+Al
AT1G23730,3.99,2.44708E-08,1.47619E-06,+Al
AT3G21781,3.99,0.000230556,0.004414682,+Al
AT4G28460,3.96,5.38261E-12,7.2897E-10,+Al
AT1G08803,3.96,0.00494164,0.049929123,+Al
AT3G03640,3.90,2.8838E-27,2.18421E-24,+Al
AT5G06860,3.89,2.52092E-25,1.71842E-22,+Al
AT2G25125,3.89,5.38543E-13,7.98058E-11,+Al
AT1G21550,3.83,3.90365E-07,1.73921E-05,+Al
AT2G27120,3.82,1.11209E-08,7.17419E-07,+Al
AT4G27460,3.82,1.79778E-18,5.03626E-16,+Al
AT2G02010,3.78,0.000382047,0.006570952,+Al
AT2G31985,3.78,2.22784E-05,0.000597893,+Al
AT1G05560,3.74,0.000207237,0.004036186,+Al
AT4G18350,3.73,3.21952E-06,0.000107756,+Al
AT1G49900,3.72,1.65836E-12,2.38827E-10,+Al
AT1G14540,3.71,1.49874E-07,7.36761E-06,+Al
AT1G02580,3.70,1.74591E-06,6.22018E-05,+Al
AT4G18195,3.69,0.002108715,0.025868763,+Al
AT1G15520,3.67,0.00082969,0.012430154,+Al
AT1G58330,3.65,0.000842041,0.012541683,+Al
AT2G19900,3.63,1.17713E-06,4.49112E-05,+Al
AT5G56960,3.63,0.002177311,0.026519362,+Al
AT1G52560,3.62,0.004729542,0.048238965,+Al
AT1G05340,3.60,5.91416E-15,1.14099E-12,+Al
AT5G01255,3.58,4.60012E-10,3.9693E-08,+Al
AT1G61562,3.53,1.92105E-08,1.1822E-06,+Al
AT1G02920,3.49,1.13034E-32,1.35973E-29,+Al
AT5G57560,3.49,1.88941E-07,9.00661E-06,+Al
AT1G02930,3.48,1.70347E-24,1.05563E-21,+Al
AT1G15830,3.48,1.65707E-07,8.03011E-06,+Al
AT3G13950,3.48,3.50169E-10,3.12706E-08,+Al
AT1G44130,3.48,5.0166E-08,2.77303E-06,+Al
AT2G23830,3.45,0.000241773,0.004569552,+Al
AT1G26420,3.45,5.12706E-14,8.52425E-12,+Al
AT4G37370,3.43,5.58178E-05,0.001307529,+Al
AT3G54520,3.40,0.003739518,0.040440583,+Al
AT5G19880,3.38,4.15845E-06,0.000135414,+Al
AT3G28540,3.35,5.55115E-07,2.34064E-05,+Al
AT5G16010,3.34,4.18952E-25,2.76373E-22,+Al
AT3G52720,3.34,1.82187E-05,0.000499428,+Al
AT1G66180,3.33,3.1943E-33,4.08271E-30,+Al
AT3G19615,3.32,0.001417057,0.019081114,+Al
AT3G30720,3.30,0.002959593,0.033699154,+Al
AT5G40000,3.29,0.000231212,0.004423085,+Al
AT1G13480,3.27,4.66081E-24,2.50825E-21,+Al
AT1G66700,3.27,1.02909E-22,4.57497E-20,+Al
AT4G25380,3.27,1.66996E-08,1.05079E-06,+Al
AT3G47420,3.27,1.88119E-24,1.09915E-21,+Al
AT3G52742,3.25,0.001048795,0.014998497,+Al
AT4G09300,3.22,8.76975E-17,2.08536E-14,+Al
AT5G43980,3.21,3.21888E-18,8.66134E-16,+Al
AT1G15415,3.18,0.002201136,0.026674232,+Al
AT3G61390,3.17,7.51713E-09,5.10715E-07,+Al
AT1G78290,3.15,1.27428E-21,4.73802E-19,+Al
AT1G51840,3.14,1.67471E-22,7.13495E-20,+Al
AT5G26170,3.14,0.000503196,0.008298682,+Al
AT1G66090,3.13,2.13226E-06,7.44109E-05,+Al
AT5G38900,3.11,4.01562E-27,2.93284E-24,+Al
AT4G40020,3.10,2.59283E-05,0.000676318,+Al
AT4G28350,3.08,5.95463E-06,0.000184924,+Al
AT5G11210,3.05,1.39751E-10,1.38734E-08,+Al
AT4G31380,3.03,0.003550881,0.038894221,+Al
AT4G18210,3.02,6.52353E-05,0.001488909,+Al
AT5G20230,3.02,0.002118405,0.025972046,+Al
AT3G49120,2.99,1.41759E-26,9.99646E-24,+Al
AT2G29500,2.98,1.00619E-05,0.00029715,+Al
AT4G21650,2.97,0.001890424,0.023878425,+Al
AT5G66650,2.95,1.34226E-16,3.08418E-14,+Al
AT4G03585,2.94,2.21249E-06,7.69479E-05,+Al
AT2G18470,2.93,0.000214849,0.004164614,+Al
AT5G46130,2.93,3.08921E-09,2.29725E-07,+Al
AT5G63180,2.92,0.001508673,0.020073109,+Al
AT3G09922,2.92,1.60093E-08,1.01046E-06,+Al
AT4G39360,2.90,0.000255818,0.004769843,+Al
AT1G78340,2.89,1.78058E-24,1.07097E-21,+Al
AT1G62580,2.87,0.000116104,0.002468121,+Al
AT5G10695,2.87,1.96473E-09,1.52192E-07,+Al
AT5G36970,2.84,0.001173797,0.01642994,+Al
AT2G23130,2.84,2.33045E-05,0.000620931,+Al
AT4G29050,2.83,4.18553E-07,1.8447E-05,+Al
AT3G22910,2.82,0.000127609,0.002676513,+Al
