atID,-Pi_ph6/+Pi_pH6,+Pi_ph5/+Pi_pH6,-Pi_ph5/+Pi_pH6,+Al/+Pi_pH6,++Fe/+Pi_pH6,-Pi_ph6/+Pi_pH6_wild-type,+Pi_ph5/+Pi_pH6_wild-type,-Pi_ph5/+Pi_pH6_wild-type,+Al/+Pi_pH6_wild-type,++Fe/+Pi_pH6_wild-type
AT4G33440,0,0,0,0,0,0,0,0,1,0
AT4G11600,0,0,0,0,0,0,0,0,1,0
AT1G49050,0,0,0,0,0,0,0,0,1,0
AT3G05040,0,0,0,0,0,0,0,0,1,0
AT3G04850,0,0,0,0,0,0,0,0,1,0
AT2G46320,0,0,0,0,0,0,0,0,1,0
AT3G21650,0,0,0,0,0,0,0,0,1,0
AT3G49390,0,0,0,0,0,0,0,0,1,0
AT4G30630,0,0,0,0,0,0,0,0,1,0
AT1G63770,0,0,0,0,0,0,0,0,1,0
AT2G21940,0,0,0,0,0,0,0,0,1,0
AT3G19420,0,0,0,0,0,0,0,0,1,0
AT3G08930,0,0,0,0,0,0,0,0,1,0
AT3G12100,0,0,0,0,0,0,0,0,1,0
AT4G19110,0,0,0,0,0,0,0,0,1,0
AT1G79440,0,0,0,0,0,0,0,0,1,0
AT1G14010,0,0,0,0,0,0,0,0,1,0
AT2G37220,0,0,0,0,0,0,0,0,1,1
AT1G06820,0,0,0,0,0,0,0,0,1,0
AT5G19130,0,0,0,0,0,0,0,0,1,0
AT1G54150,0,0,0,0,0,0,0,0,1,0
AT5G06830,0,0,0,0,0,0,0,0,1,0
AT1G10650,0,0,0,0,0,0,0,0,1,0
AT3G07090,0,0,0,0,0,0,0,0,1,0
AT1G52260,0,0,0,0,0,0,0,0,1,0
AT2G25930,0,0,0,0,0,0,0,0,1,0
AT5G26030,0,0,0,0,0,0,0,0,1,0
AT5G42270,0,0,0,0,0,0,0,0,1,0
AT2G33490,0,0,0,0,0,0,0,0,1,0
AT3G04570,0,0,0,0,0,0,0,0,1,0
AT1G49670,0,0,0,0,0,0,0,0,1,0
AT5G20620,0,0,0,0,0,0,0,0,1,0
AT2G30110,0,0,0,0,0,0,0,0,1,0
AT2G01110,0,0,0,0,0,0,0,0,1,0
AT1G77260,0,0,0,0,0,0,0,0,1,0
AT5G35980,0,0,0,0,0,0,0,0,1,0
AT4G38460,0,0,0,0,0,0,0,0,1,1
AT3G57400,0,0,0,0,0,0,0,0,1,0
AT1G28520,0,0,0,0,0,0,0,0,1,0
AT4G22360,0,0,0,0,0,0,0,0,1,0
AT1G14920,0,0,0,0,0,0,0,0,1,0
AT5G55700,0,0,0,0,0,0,0,0,1,0
AT1G80610,0,0,0,0,0,0,0,0,1,0
AT1G21750,0,0,0,0,0,0,0,0,1,0
AT2G41770,0,0,0,0,0,0,0,0,1,0
AT1G48450,0,0,0,0,0,0,0,0,1,0
AT1G18720,0,0,0,0,0,0,0,0,1,1
AT4G05320,0,0,0,0,0,0,0,0,1,0
AT3G10980,0,0,0,0,0,0,0,0,1,0
AT3G17120,0,0,0,0,0,0,0,0,1,0
AT3G59950,0,0,0,0,0,0,0,0,1,0
AT2G40270,0,0,0,0,0,0,0,0,1,0
AT1G45180,0,0,0,0,0,0,0,0,1,0
AT3G26730,0,0,0,0,0,0,0,0,1,0
AT5G54920,0,0,0,0,0,0,0,0,1,0
AT1G71710,0,0,0,0,0,0,0,0,1,1
AT2G40140,0,0,0,0,0,0,0,0,1,0
AT4G16845,0,0,0,0,0,0,0,0,1,0
AT3G19895,0,0,0,0,0,0,0,0,1,0
AT1G69800,0,0,0,0,0,0,0,0,1,0
AT2G38410,0,0,0,0,0,0,0,0,1,0
AT3G24660,0,0,0,0,0,0,0,0,1,0
AT2G32920,0,0,0,0,0,0,0,0,1,0
AT5G02100,0,0,0,0,0,0,0,0,1,0
AT2G23450,0,0,0,0,0,0,0,0,1,0
AT5G04090,0,0,0,0,0,0,0,0,1,0
AT1G06210,0,0,0,0,0,0,0,0,1,0
AT3G17100,0,0,0,0,0,0,0,0,1,0
AT2G25010,0,0,0,0,0,0,0,0,1,0
AT1G28120,0,0,0,0,0,0,0,0,1,1
AT2G30440,0,0,0,0,0,0,0,0,1,0
AT3G14720,0,0,0,0,0,0,0,0,1,0
AT4G09670,0,0,0,0,0,0,0,0,1,0
AT2G20900,0,0,0,0,0,0,0,0,1,0
AT2G15860,0,0,0,0,0,0,0,0,1,0
AT3G60800,0,0,0,0,0,0,0,0,1,0
AT5G45710,0,0,0,0,0,0,0,0,1,0
AT5G25590,0,0,0,0,0,0,0,0,1,0
AT3G20290,0,0,0,0,0,0,0,0,1,0
AT5G21105,0,0,0,0,0,0,0,0,1,0
AT2G36680,0,0,0,0,0,0,0,0,1,0
AT5G12370,0,0,0,0,0,0,0,0,1,0
AT2G38840,0,0,0,0,0,0,0,0,1,0
AT1G48635,0,0,0,0,0,0,0,0,1,0
AT5G07920,0,0,0,0,0,0,0,0,1,0
AT4G20300,0,0,0,0,0,0,0,0,1,0
AT1G25375,0,0,0,0,0,0,0,0,1,0
AT3G12090,0,0,0,0,0,0,0,0,1,0
AT5G51430,0,0,0,0,0,0,0,0,1,0
AT5G08440,0,0,0,0,0,0,0,0,1,0
AT2G26460,0,0,0,0,0,0,0,0,1,0
AT1G30300,0,0,0,0,0,0,0,0,1,0
AT5G62220,0,0,0,0,0,0,0,0,1,0
AT1G55680,0,0,0,0,0,0,0,0,1,0
AT4G32250,0,0,0,0,0,0,0,0,1,0
AT5G03700,0,0,0,0,0,0,0,0,1,0
AT4G09580,0,0,0,0,0,0,0,0,1,0
AT1G71820,0,0,0,0,0,0,0,0,1,0
AT4G35500,0,0,0,0,0,0,0,0,1,0
AT4G31750,0,0,0,0,0,0,0,0,1,0
AT4G24290,0,0,0,0,0,0,0,0,1,0
AT5G08500,0,0,0,0,0,0,0,0,1,0
AT2G18245,0,0,0,0,0,0,0,0,1,0
AT1G21720,0,0,0,0,0,0,0,0,1,0
AT2G30700,0,0,0,0,0,0,0,0,1,0
AT3G58570,0,0,0,0,0,0,0,0,1,0
AT1G12840,0,0,0,0,0,0,0,0,1,0
AT3G49810,0,0,0,0,0,0,0,0,1,1
AT5G14170,0,0,0,0,0,0,0,0,1,0
AT2G02090,0,0,0,0,0,0,0,0,1,0
AT5G58060,0,0,0,0,0,0,0,0,1,0
AT2G43630,0,0,0,0,0,0,0,0,1,0
AT5G56350,0,0,0,0,0,0,0,0,1,0
AT5G59840,0,0,0,0,0,0,0,0,1,0
AT4G36480,0,0,0,0,0,0,0,0,1,0
AT3G15160,0,0,0,0,0,0,0,0,1,0
AT1G17760,0,0,0,0,0,0,0,0,1,0
AT3G21865,0,0,0,0,0,0,0,0,1,0
AT5G49665,0,0,0,0,0,0,0,0,1,0
AT1G13060,0,0,0,0,0,0,0,0,1,0
AT1G50670,0,0,0,0,0,0,0,0,1,1
AT5G47040,0,0,0,0,0,0,0,0,1,0
AT3G12480,0,0,0,0,0,0,0,0,1,0
AT5G49880,0,0,0,0,0,0,0,0,1,0
AT5G35840,0,0,0,0,0,0,0,0,1,0
AT3G51980,0,0,0,0,0,0,0,0,1,0
AT4G16420,0,0,0,0,0,0,0,0,1,0
AT1G10940,0,0,0,0,0,0,0,0,1,0
AT2G32600,0,0,0,0,0,0,0,0,1,0
AT4G17950,0,0,0,0,0,0,0,0,1,0
AT4G17270,0,0,0,0,0,0,0,0,1,0
AT4G31300,0,0,0,0,0,0,0,0,1,0
AT5G18280,0,0,0,0,0,0,0,0,1,0
AT3G15355,0,0,0,0,0,0,0,0,1,0
AT3G25800,0,0,0,0,0,0,0,0,1,0
AT5G09330,0,0,0,0,0,0,0,0,1,0
AT4G38040,0,0,0,0,0,0,0,0,1,0
AT3G11270,0,0,0,0,0,0,0,0,1,0
AT3G60820,0,0,0,0,0,0,0,0,1,0
AT1G53190,0,0,0,0,0,0,0,0,1,0
AT3G03890,0,0,0,0,0,0,0,0,1,0
AT4G18710,0,0,0,0,0,0,0,0,1,0
AT3G59660,0,0,0,0,0,0,0,0,1,0
AT2G43080,0,0,0,0,0,0,0,0,1,0
AT4G26910,0,0,0,0,0,0,0,0,1,0
AT2G42700,0,0,0,0,0,0,0,0,1,0
AT2G27460,0,0,0,0,0,0,0,0,1,0
AT5G13020,0,0,0,0,0,0,0,0,1,0
AT4G08810,0,0,0,0,0,0,0,0,1,0
AT5G49950,0,0,0,0,0,0,0,0,1,0
AT4G36760,0,0,0,0,0,0,0,0,1,0
AT4G10790,0,0,0,0,0,0,0,0,1,0
AT4G17830,0,0,0,0,0,0,0,0,1,0
AT4G24060,0,0,0,0,0,0,0,0,1,0
AT1G07110,0,0,0,0,0,0,0,0,1,0
AT3G12560,0,0,0,0,0,0,0,0,1,0
AT1G01710,0,0,0,0,0,0,0,0,1,0
AT1G60800,0,0,0,0,0,0,0,0,1,0
AT1G05120,0,0,0,0,0,0,0,0,1,0
AT4G03390,0,0,0,0,0,0,0,0,1,0
AT3G26400,0,0,0,0,0,0,0,0,1,0
AT3G24530,0,0,0,0,0,0,0,0,1,0
AT5G62810,0,0,0,0,0,0,0,0,1,0
AT5G04870,0,0,0,0,0,0,0,0,1,0
AT1G33980,0,0,0,0,0,0,0,0,1,0
AT4G31410,0,0,0,0,0,0,0,0,1,0
AT2G17370,0,0,0,0,0,0,0,0,1,0
AT5G55530,0,0,0,0,0,0,0,0,1,0
AT1G76510,0,0,0,0,0,0,0,0,1,0
AT4G33430,0,0,0,0,0,0,0,0,1,0
AT4G24550,0,0,0,0,0,0,0,0,1,0
AT2G25280,0,0,0,0,0,0,0,0,1,0
AT3G24350,0,0,0,0,0,0,0,0,1,0
AT2G21150,0,0,0,0,0,0,0,0,1,0
AT5G09900,0,0,0,0,0,0,0,0,1,0
AT3G07020,0,0,0,0,0,0,0,0,1,0
AT5G14590,0,0,0,0,0,0,0,0,1,0
AT5G48020,0,0,0,0,0,0,0,0,1,0
AT1G48900,0,0,0,0,0,0,0,0,1,0
AT4G26100,0,0,0,0,0,0,0,0,1,0
AT3G23540,0,0,0,0,0,0,0,0,1,0
AT3G01300,0,0,0,0,0,0,0,0,1,0
AT4G12080,0,0,0,0,0,0,0,0,1,0
AT1G64990,0,0,0,0,0,0,0,0,1,0
AT5G53000,0,0,0,0,0,0,0,0,1,0
AT5G16260,0,0,0,0,0,0,0,0,1,0
AT1G09100,0,0,0,0,0,0,0,0,1,0
AT5G62790,0,0,0,0,0,0,0,0,1,0
AT5G27380,0,0,0,0,0,0,0,0,1,0
AT3G11490,0,0,0,0,0,0,0,0,1,0
AT4G23650,0,0,0,0,0,0,0,0,1,0
AT2G34560,0,0,0,0,0,0,0,0,1,0
AT1G05150,0,0,0,0,0,0,0,0,1,0
AT3G60360,0,0,0,0,0,0,0,0,1,0
AT4G39990,0,0,0,0,0,0,0,0,1,0
AT5G66530,0,0,0,0,0,0,0,0,1,0
AT5G44070,0,0,0,0,0,0,0,0,1,0
AT1G12850,0,0,0,0,0,0,0,0,1,0
AT1G30130,0,0,0,0,0,0,0,0,1,0
AT5G47620,0,0,0,0,0,0,0,0,1,1
AT2G21170,0,0,0,0,0,0,0,0,1,1
AT1G45688,0,0,0,0,0,0,0,0,1,0
AT3G25660,0,0,0,0,0,0,0,0,1,0
AT5G51040,0,0,0,0,0,0,0,0,1,0
AT5G10820,0,0,0,0,0,0,0,0,1,0
AT1G22450,0,0,0,0,0,0,0,0,1,0
AT3G53670,0,0,0,0,0,0,0,0,1,0
AT4G26940,0,0,0,0,0,0,0,0,1,0
AT3G26950,0,0,0,0,0,0,0,0,1,0
AT1G53380,0,0,0,0,0,0,0,0,1,0
AT5G05000,0,0,0,0,0,0,0,0,1,0
AT1G80620,0,0,0,0,0,0,0,0,1,0
AT5G57700,0,0,0,0,0,0,0,0,1,0
AT3G15090,0,0,0,0,0,0,0,0,1,0
AT3G60600,0,0,0,0,0,0,0,0,1,0
AT1G20560,0,0,0,0,0,0,0,0,1,0
AT2G31810,0,0,0,0,0,0,0,0,1,1
AT3G12290,0,0,0,0,0,0,0,0,1,0
AT2G19385,0,0,0,0,0,0,0,0,1,0
AT5G40660,0,0,0,0,0,0,0,0,1,0
AT5G25170,0,0,0,0,0,0,0,0,1,0
AT1G15490,0,0,0,0,0,0,0,0,1,1
AT2G34260,0,0,0,0,0,0,0,0,1,0
AT3G49680,0,0,0,0,0,0,0,0,1,0
AT5G36880,0,0,0,0,0,0,0,0,1,0
AT5G53070,0,0,0,0,0,0,0,0,1,0
AT3G62630,0,0,0,0,0,0,0,0,1,0
AT1G47420,0,0,0,0,0,0,0,0,1,0
AT1G31860,0,0,0,0,0,0,0,0,1,0
AT5G08620,0,0,0,0,0,0,0,0,1,1
AT5G50850,0,0,0,0,0,0,0,0,1,0
AT3G08580,0,0,0,0,0,0,0,0,1,0
AT5G13430,0,0,0,0,0,0,0,0,1,0
AT3G42790,0,0,0,0,0,0,0,0,1,0
AT5G20130,0,0,0,0,0,0,0,0,1,0
AT4G32960,0,0,0,0,0,0,0,0,1,0
AT3G46210,0,0,0,0,0,0,0,0,1,0
AT4G33360,0,0,0,0,0,0,0,0,1,0
AT5G48440,0,0,0,0,0,0,0,0,1,0
AT1G75680,0,0,0,0,0,0,0,0,1,0
AT3G05070,0,0,0,0,0,0,0,0,1,0
AT4G31990,0,0,0,0,0,0,0,0,1,0
AT5G54780,0,0,0,0,0,0,0,0,1,0
AT5G25640,0,0,0,0,0,0,0,0,1,0
AT3G51100,0,0,0,0,0,0,0,0,1,0
AT5G64650,0,0,0,0,0,0,0,0,1,0
AT3G53870,0,0,0,0,0,0,0,0,1,0
AT1G06190,0,0,0,0,0,0,0,0,1,0
AT2G41760,0,0,0,0,0,0,0,0,1,0
AT2G33845,0,0,0,0,0,0,0,0,1,0
AT1G10720,0,0,0,0,0,0,0,0,1,0
AT2G16930,0,0,0,0,0,0,0,0,1,0
AT1G53240,0,0,0,0,0,0,0,0,1,0
AT5G57280,0,0,0,0,0,0,0,0,1,0
AT2G01570,0,0,0,0,0,0,0,0,1,0
AT1G51730,0,0,0,0,0,0,0,0,1,0
AT1G71800,0,0,0,0,0,0,0,0,1,0
AT5G58990,0,0,0,0,0,0,0,0,1,0
AT3G49560,0,0,0,0,0,0,0,0,1,0
AT4G26670,0,0,0,0,0,0,0,0,1,0
AT2G35010,0,0,0,0,0,0,0,0,1,0
AT5G23395,0,0,0,0,0,0,0,0,1,0
AT2G44270,0,0,0,0,0,0,0,0,1,0
AT5G46160,0,0,0,0,0,0,0,0,1,0
AT4G28890,0,0,0,0,0,0,0,0,1,0
AT1G33260,0,0,0,0,0,0,0,0,1,1
AT1G02370,0,0,0,0,0,0,0,0,1,0
AT2G21970,0,0,0,0,0,0,0,0,1,0
AT5G37475,0,0,0,0,0,0,0,0,1,0
AT1G17890,0,0,0,0,0,0,0,0,1,0
AT3G17910,0,0,0,0,0,0,0,0,1,0
AT1G22730,0,0,0,0,0,0,0,0,1,0
AT4G39900,0,0,0,0,0,0,0,0,1,1
AT5G59770,0,0,0,0,0,0,0,0,1,0
AT5G40670,0,0,0,0,0,0,0,0,1,0
AT1G25260,0,0,0,0,0,0,0,0,1,0
AT1G03360,0,0,0,0,0,0,0,0,1,0
AT4G26210,0,0,0,0,0,0,0,0,1,0
AT1G80600,0,0,0,0,0,0,0,0,1,0
AT5G14050,0,0,0,0,0,0,0,0,1,0
AT1G27130,0,0,0,0,0,0,0,0,1,0
AT3G09920,0,0,0,0,0,0,0,0,1,1
AT3G15640,0,0,0,0,0,0,0,0,1,0
AT4G35570,0,0,0,0,0,0,0,0,1,0
AT3G54470,0,0,0,0,0,0,0,0,1,0
AT1G12920,0,0,0,0,0,0,0,0,1,0
AT2G40510,0,0,0,0,0,0,0,0,1,0
AT4G31810,0,0,0,0,0,0,0,0,1,0
AT4G30080,0,0,0,0,0,0,0,0,1,0
AT1G15350,0,0,0,0,0,0,0,0,1,0
AT5G65480,0,0,0,0,0,0,0,0,1,0
AT2G42910,0,0,0,0,0,0,0,0,1,0
AT2G34900,0,0,0,0,0,0,0,0,1,0
AT4G32400,0,0,0,0,0,0,0,0,1,0
AT4G35020,0,0,0,0,0,0,0,0,1,0
AT1G24625,0,0,0,0,0,0,0,0,1,0
AT5G58960,0,0,0,0,0,0,0,0,1,0
AT3G02580,0,0,0,0,0,0,0,0,1,0
AT3G46640,0,0,0,0,0,0,0,0,1,1
AT1G69810,0,0,0,0,0,0,0,0,1,1
AT5G13100,0,0,0,0,0,0,0,0,1,0
AT4G21140,0,0,0,0,0,0,0,0,1,0
AT5G55160,0,0,0,0,0,0,0,0,1,0
AT1G74680,0,0,0,0,0,0,0,0,1,0
AT1G08480,0,0,0,0,0,0,0,0,1,0
AT3G46790,0,0,0,0,0,0,0,0,1,0
AT2G35880,0,0,0,0,0,0,0,0,1,0
AT1G06790,0,0,0,0,0,0,0,0,1,0
AT3G52750,0,0,0,0,0,0,0,0,1,0
AT3G09410,0,0,0,0,0,0,0,0,1,0
AT4G14716,0,0,0,0,0,0,0,0,1,0
AT3G55520,0,0,0,0,0,0,0,0,1,0
AT5G49720,0,0,0,0,0,0,0,0,1,1
AT2G41840,0,0,0,0,0,0,0,0,1,0
AT1G80750,0,0,0,0,0,0,0,0,1,0
AT5G26940,0,0,0,0,0,0,0,0,1,0
AT3G57230,0,0,0,0,0,0,0,0,1,1
AT2G46000,0,0,0,0,0,0,0,0,1,0
AT1G20580,0,0,0,0,0,0,0,0,1,0
AT4G37320,0,0,0,0,0,0,0,0,1,0
AT1G19130,0,0,0,0,0,0,0,0,1,0
AT3G49180,0,0,0,0,0,0,0,0,1,0
AT3G46030,0,0,0,0,0,0,0,0,1,0
AT3G59090,0,0,0,0,0,0,0,0,1,0
AT2G38630,0,0,0,0,0,0,0,0,1,0
AT2G35240,0,0,0,0,0,0,0,0,1,0
AT1G20050,0,0,0,0,0,0,0,0,1,0
AT2G28150,0,0,0,0,0,0,0,0,1,0
AT1G80290,0,0,0,0,0,0,0,0,1,0
AT3G52580,0,0,0,0,0,0,0,0,1,0
AT4G14000,0,0,0,0,0,0,0,0,1,0
AT3G54650,0,0,0,0,0,0,0,0,1,1
AT3G60210,0,0,0,0,0,0,0,0,1,0
AT1G13830,0,0,0,0,0,0,0,0,1,0
AT3G16850,0,0,0,0,0,0,0,0,1,0
AT1G26340,0,0,0,0,0,0,0,0,1,0
AT3G63240,0,0,0,0,0,0,0,0,1,1
AT1G02280,0,0,0,0,0,0,0,0,1,0
AT3G11070,0,0,0,0,0,0,0,0,1,0
AT3G06740,0,0,0,0,0,0,0,0,1,0
AT2G31680,0,0,0,0,0,0,0,0,1,0
AT3G25520,0,0,0,0,0,0,0,0,1,0
AT5G09670,0,0,0,0,0,0,0,0,1,0
AT1G21200,0,0,0,0,0,0,0,0,1,0
AT1G15480,0,0,0,0,0,0,0,0,1,0
AT5G13980,0,0,0,0,0,0,0,0,1,0
AT1G09290,0,0,0,0,0,0,0,0,1,0
AT2G15910,0,0,0,0,0,0,0,0,1,0
AT1G80560,0,0,0,0,0,0,0,0,1,0
AT4G39880,0,0,0,0,0,0,0,0,1,0
AT2G42210,0,0,0,0,0,0,0,0,1,0
AT5G40830,0,0,0,0,0,0,0,0,1,0
AT3G01740,0,0,0,0,0,0,0,0,1,0
AT4G31790,0,0,0,0,0,0,0,0,1,0
AT5G19750,0,0,0,0,0,0,0,0,1,0
AT2G18020,0,0,0,0,0,0,0,0,1,0
AT2G17360,0,0,0,0,0,0,0,0,1,0
AT5G59380,0,0,0,0,0,0,0,0,1,0
AT3G07460,0,0,0,0,0,0,0,0,1,0
AT3G02560,0,0,0,0,0,0,0,0,1,0
AT5G48970,0,0,0,0,0,0,0,0,1,1
AT4G10140,0,0,0,0,0,0,0,0,1,0
AT4G29870,0,0,0,0,0,0,0,0,1,0
AT3G54970,0,0,0,0,0,0,0,0,1,0
AT2G04630,0,0,0,0,0,0,0,0,1,0
AT5G55260,0,0,0,0,0,0,0,0,1,0
AT5G39950,0,0,0,0,0,0,0,0,1,0
AT1G32210,0,0,0,0,0,0,0,0,1,0
AT5G03520,0,0,0,0,0,0,0,0,1,0
AT5G23420,0,0,0,0,0,0,0,0,1,0
AT1G73230,0,0,0,0,0,0,0,0,1,0
AT4G18030,0,0,0,0,0,0,0,0,1,0
AT2G26810,0,0,0,0,0,0,0,0,1,0
AT1G04260,0,0,0,0,0,0,0,0,1,0
AT1G07410,0,0,0,0,0,0,0,0,1,0
AT1G61770,0,0,0,0,0,0,0,0,1,0
AT1G14320,0,0,0,0,0,0,0,0,1,0
AT2G44040,0,0,0,0,0,0,0,0,1,0
AT3G56930,0,0,0,0,0,0,0,0,1,0
AT1G51060,0,0,0,0,0,0,0,0,1,0
AT3G06440,0,0,0,0,0,0,0,0,1,1
AT3G49470,0,0,0,0,0,0,0,0,1,0
AT3G05910,0,0,0,0,0,0,0,0,1,0
AT5G13710,0,0,0,0,0,0,0,0,1,0
AT5G46430,0,0,0,0,0,0,0,0,1,0
AT4G26965,0,0,0,0,0,0,0,0,1,0
AT1G69700,0,0,0,0,0,0,0,0,1,0
AT5G10030,0,0,0,0,0,0,0,0,1,0
AT2G38450,0,0,0,0,0,0,0,0,1,0
AT4G32570,0,0,0,0,0,0,0,0,1,1
AT5G17610,0,0,0,0,0,0,0,0,1,0
AT3G17340,0,0,0,0,0,0,0,0,1,0
AT3G19820,0,0,0,0,0,0,0,0,1,0
AT1G69760,0,0,0,0,0,0,0,0,1,0
AT5G20290,0,0,0,0,0,0,0,0,1,0
AT3G11770,0,0,0,0,0,0,0,0,1,0
AT1G71260,0,0,0,0,0,0,0,0,1,0
AT5G40300,0,0,0,0,0,0,0,0,1,0
AT3G55050,0,0,0,0,0,0,0,0,1,1
AT5G36940,0,0,0,0,0,0,0,0,1,0
AT1G02780,0,0,0,0,0,0,0,0,1,0
AT3G02350,0,0,0,0,0,0,0,0,1,0
AT4G16141,0,0,0,0,0,0,0,0,1,0
AT4G05400,0,0,0,0,0,0,0,0,1,0
AT3G60770,0,0,0,0,0,0,0,0,1,0
AT5G11260,0,0,0,0,0,0,0,0,1,1
AT1G71780,0,0,0,0,0,0,0,0,1,0
AT1G49350,0,0,0,0,0,0,0,0,1,0
AT1G08800,0,0,0,0,0,0,0,0,1,0
AT3G06430,0,0,0,0,0,0,0,0,1,0
AT3G27160,0,0,0,0,0,0,0,0,1,0
AT1G69410,0,0,0,0,0,0,0,0,1,0
AT3G56200,0,0,0,0,0,0,0,0,1,0
AT1G07140,0,0,0,0,0,0,0,0,1,0
AT2G35780,0,0,0,0,0,0,0,0,1,0
AT3G63080,0,0,0,0,0,0,0,0,1,0
AT2G32720,0,0,0,0,0,0,0,0,1,0
AT1G17560,0,0,0,0,0,0,0,0,1,0
AT2G20585,0,0,0,0,0,0,0,0,1,0
AT5G39730,0,0,0,0,0,0,0,0,1,1
AT1G06110,0,0,0,0,0,0,0,0,1,0
AT4G17080,0,0,0,0,0,0,0,0,1,0
AT2G43130,0,0,0,0,0,0,0,0,1,0
AT5G23670,0,0,0,0,0,0,0,0,1,0
AT2G42770,0,0,0,0,0,0,0,0,1,0
AT4G24760,0,0,0,0,0,0,0,0,1,0
AT5G17560,0,0,0,0,0,0,0,0,1,0
AT5G46030,0,0,0,0,0,0,0,0,1,0
AT4G27380,0,0,0,0,0,0,0,0,1,0
AT5G51940,0,0,0,0,0,0,0,0,1,0
AT4G34920,0,0,0,0,0,0,0,0,1,0
AT3G02820,0,0,0,0,0,0,0,0,1,0
AT5G25160,0,0,0,0,0,0,0,0,1,0
AT2G28000,0,0,0,0,0,0,0,0,1,0
AT2G20060,0,0,0,0,0,0,0,0,1,0
AT4G38550,0,0,0,0,0,0,0,0,1,0
AT2G26980,0,0,0,0,0,0,0,0,1,1
AT5G41520,0,0,0,0,0,0,0,0,1,0
AT3G09860,0,0,0,0,0,0,0,0,1,0
AT5G63800,0,0,0,0,0,0,0,0,1,0
AT5G02820,0,0,0,0,0,0,0,0,1,1
AT3G12030,0,0,0,0,0,0,0,0,1,0
AT5G06265,0,0,0,0,0,0,0,0,1,0
AT1G10590,0,0,0,0,0,0,0,0,1,0
AT4G24750,0,0,0,0,0,0,0,0,1,0
AT3G45310,0,0,0,0,0,0,0,0,1,0
AT4G13720,0,0,0,0,0,0,0,0,1,0
AT5G22880,0,0,0,0,0,0,0,0,1,0
AT1G66470,0,0,0,0,0,0,0,0,1,1
AT1G07020,0,0,0,0,0,0,0,0,1,0
AT4G30993,0,0,0,0,0,0,0,0,1,0
AT5G66910,0,0,0,0,0,0,0,0,1,0
AT2G22425,0,0,0,0,0,0,0,0,1,0
AT1G75670,0,0,0,0,0,0,0,0,1,0
AT2G36160,0,0,0,0,0,0,0,0,1,0
AT5G19860,0,0,0,0,0,0,0,0,1,0
AT2G34310,0,0,0,0,0,0,0,0,1,0
AT5G66510,0,0,0,0,0,0,0,0,1,0
AT2G44120,0,0,0,0,0,0,0,0,1,0
AT1G27450,0,0,0,0,0,0,0,0,1,0
AT5G03630,0,0,0,0,0,0,0,0,1,1
AT1G69040,0,0,0,0,0,0,0,0,1,0
AT5G57370,0,0,0,0,0,0,0,0,1,0
AT3G59810,0,0,0,0,0,0,0,0,1,0
AT4G02230,0,0,0,0,0,0,0,0,1,0
AT3G21465,0,0,0,0,0,0,0,0,1,0
AT4G08280,0,0,0,0,0,0,0,0,1,0
AT5G46020,0,0,0,0,0,0,0,0,1,0
AT5G23290,0,0,0,0,0,0,0,0,1,0
AT5G04600,0,0,0,0,0,0,0,0,1,0
AT2G01250,0,0,0,0,0,0,0,0,1,0
AT2G36930,0,0,0,0,0,0,0,0,1,0
AT5G16710,0,0,0,0,0,0,0,0,1,0
AT5G03280,0,0,0,0,0,0,0,0,1,0
AT2G44050,0,0,0,0,0,0,0,0,1,0
AT1G30230,0,0,0,0,0,0,0,0,1,1
AT5G19760,0,0,0,0,0,0,0,0,1,0
AT4G26840,0,0,0,0,0,0,0,0,1,0
AT3G17780,0,0,0,0,0,0,0,0,1,0
AT2G37270,0,0,0,0,0,0,0,0,1,0
AT5G60920,0,0,0,0,0,0,0,0,1,1
AT4G22150,0,0,0,0,0,0,0,0,1,0
AT1G04270,0,0,0,0,0,0,0,0,1,0
AT2G47610,0,0,0,0,0,0,0,0,1,0
AT2G19790,0,0,0,0,0,0,0,0,1,0
AT4G20150,0,0,0,0,0,0,0,0,1,0
AT5G19770,0,0,0,0,0,0,0,0,1,0
AT4G38950,0,0,0,0,0,0,0,0,1,0
AT3G13620,0,0,0,0,0,0,0,0,1,0
AT2G18740,0,0,0,0,0,0,0,0,1,0
AT4G22000,0,0,0,0,0,0,0,0,1,0
AT3G27280,0,0,0,0,0,0,0,0,1,0
AT1G47740,0,0,0,0,0,0,0,0,1,0
AT2G45400,0,0,0,0,0,0,0,0,1,0
AT1G26940,0,0,0,0,0,0,0,0,1,0
AT2G15270,0,0,0,0,0,0,0,0,1,0
AT2G40150,0,0,0,0,0,0,0,0,1,0
AT4G27490,0,0,0,0,0,0,0,0,1,1
AT2G44640,0,0,0,0,0,0,0,0,1,0
AT2G35155,0,0,0,0,0,0,0,0,1,1
AT3G48730,0,0,0,0,0,0,0,0,1,0
AT4G31720,0,0,0,0,0,0,0,0,1,0
AT1G17590,0,0,0,0,0,0,0,0,1,0
AT2G01170,0,0,0,0,0,0,0,0,1,0
AT1G18540,0,0,0,0,0,0,0,0,1,0
AT1G01630,0,0,0,0,0,0,0,0,1,0
AT5G25070,0,0,0,0,0,0,0,0,1,0
AT5G56950,0,0,0,0,0,0,0,0,1,0
AT3G24180,0,0,0,0,0,0,0,0,1,1
AT3G15080,0,0,0,0,0,0,0,0,1,0
AT4G29310,0,0,0,0,0,0,0,0,1,0
