atID,-Pi_ph6/+Pi_pH6,+Pi_ph5/+Pi_pH6,-Pi_ph5/+Pi_pH6,+Al/+Pi_pH6,++Fe/+Pi_pH6,-Pi_ph6/+Pi_pH6_wild-type,+Pi_ph5/+Pi_pH6_wild-type,-Pi_ph5/+Pi_pH6_wild-type,+Al/+Pi_pH6_wild-type,++Fe/+Pi_pH6_wild-type
AT4G37530,0,0,0,1,0,0,0,0,0,1
AT5G20090,0,0,0,1,0,0,0,0,1,0
AT3G09940,0,0,0,1,0,0,0,0,1,0
AT2G43460,0,0,0,1,0,0,0,0,1,0
AT5G50810,0,0,0,1,0,0,0,0,1,0
AT4G03510,0,0,0,1,0,0,0,0,1,1
AT3G16430,0,0,0,1,1,0,0,0,1,1
AT1G51470,0,0,0,1,0,0,0,0,1,0
AT2G20490,0,0,0,1,0,0,0,0,1,0
AT5G27700,0,0,0,1,0,0,0,0,1,0
AT5G17050,0,0,0,1,1,0,0,0,1,1
AT5G66040,0,0,0,1,0,0,0,0,1,0
AT2G02680,0,0,0,1,1,0,0,0,1,1
AT1G06000,0,0,0,1,1,0,0,0,1,0
AT1G65985,0,0,0,1,1,0,0,1,1,1
AT2G43810,0,0,0,1,0,0,0,0,1,0
AT3G24520,0,0,0,1,1,0,0,1,1,1
AT3G53740,0,0,0,1,0,0,0,0,1,0
AT3G23210,0,0,0,1,1,0,0,0,1,0
AT3G56030,0,0,0,1,0,0,0,0,1,0
AT1G48330,0,0,0,1,1,0,0,0,1,1
AT1G21930,0,0,0,1,0,0,0,0,1,0
AT1G76405,0,0,0,1,0,0,0,0,1,0
AT1G33120,0,0,0,1,1,0,0,0,1,0
AT3G23410,0,0,0,1,0,0,0,0,1,0
AT1G20380,0,0,0,1,1,0,0,0,1,1
AT2G32270,0,0,0,1,1,0,0,0,1,0
AT2G23930,0,0,0,1,0,0,0,0,1,0
AT1G59960,0,0,0,1,1,0,0,0,1,1
AT1G54410,0,0,0,1,0,0,0,0,1,0
AT5G38610,0,0,0,1,0,0,0,0,0,0
AT4G31310,0,0,0,1,0,0,0,0,1,0
AT5G13565,0,0,0,1,0,0,0,0,1,1
AT1G14450,0,0,0,1,0,0,0,0,1,0
AT1G03457,0,0,0,1,0,0,0,0,1,1
AT1G63940,0,0,0,1,1,0,0,0,1,1
AT4G29480,0,0,0,1,0,0,0,0,1,0
AT5G58320,0,0,0,1,1,0,0,0,1,0
AT3G47836,0,0,0,1,0,0,0,0,1,0
AT1G16000,0,0,0,1,0,0,0,0,1,0
AT5G05250,0,0,0,1,1,0,0,0,1,1
AT2G22170,0,0,0,1,0,0,0,0,1,0
AT3G02190,0,0,0,1,0,0,0,0,1,0
AT1G77750,0,0,0,1,0,0,0,0,1,0
AT1G61930,0,0,0,1,1,0,0,0,1,0
AT1G01470,0,0,0,1,0,0,0,0,0,0
AT1G05570,0,0,0,1,1,0,0,0,1,1
AT1G64690,0,0,0,1,0,0,0,0,0,0
AT5G27100,0,0,0,1,1,0,0,0,1,1
AT5G02350,0,0,0,1,1,0,0,0,1,1
AT5G16900,0,0,0,1,1,0,0,1,1,1
AT1G47840,0,0,0,1,1,0,0,1,1,1
AT3G57320,0,0,0,1,0,0,0,0,1,0
AT3G02610,0,0,0,1,1,0,0,0,1,1
AT1G76200,0,0,0,1,0,0,0,0,1,0
AT2G04170,0,0,0,1,0,0,0,0,1,0
AT3G22850,0,0,0,1,0,0,0,0,1,0
AT3G54270,0,0,0,1,1,0,0,0,1,1
AT5G52250,0,0,0,1,0,0,0,0,1,0
AT5G16060,0,0,0,1,0,0,0,0,1,0
AT4G28190,0,0,0,1,1,0,0,0,1,1
AT3G45660,0,0,0,1,0,1,0,0,1,0
AT5G09240,0,0,0,1,0,0,0,0,0,0
AT3G62810,0,0,0,1,0,0,0,0,1,0
AT4G26220,0,0,0,1,1,0,0,0,1,0
AT5G38550,0,0,0,1,1,1,0,1,1,1
AT1G35430,0,0,0,1,0,0,0,0,1,0
AT3G01130,0,0,0,1,0,0,0,0,1,0
AT5G49850,0,0,0,1,1,1,0,1,1,1
AT5G48290,0,0,0,1,1,0,0,0,1,1
AT3G15357,0,0,0,1,0,0,0,0,1,0
AT3G48080,0,0,0,1,1,0,0,0,1,1
AT3G10860,0,0,0,1,0,0,0,0,1,0
AT4G13520,0,0,0,1,0,0,0,0,1,0
AT4G23420,0,0,0,1,1,0,0,0,0,1
AT3G45710,0,0,0,1,0,0,0,0,1,0
AT5G04820,0,0,0,1,0,0,0,0,1,0
AT3G59840,0,0,0,1,0,0,0,0,1,0
AT3G07568,0,0,0,1,0,0,0,0,1,0
AT3G16420,0,0,0,1,1,0,0,0,1,1
AT3G07230,0,0,0,1,0,0,0,0,1,0
AT3G01260,0,0,0,1,1,0,0,0,1,1
AT2G24940,0,0,0,1,0,0,0,0,1,0
AT1G76860,0,0,0,1,0,0,0,0,1,0
AT3G18410,0,0,0,1,0,0,0,0,1,0
AT1G66240,0,0,0,1,0,0,0,0,1,0
AT4G33865,0,0,0,1,0,0,0,0,1,0
AT3G32980,0,0,0,1,0,0,0,0,1,0
AT3G47965,0,0,0,1,0,0,0,0,1,0
AT5G54040,0,0,0,1,1,0,0,0,1,1
AT1G67940,0,0,0,1,0,0,0,0,1,0
AT1G10682,0,0,0,1,0,0,0,0,1,0
AT3G48990,0,0,0,1,1,0,0,0,1,0
AT5G01610,0,0,0,1,0,0,0,0,1,0
AT5G53970,0,0,0,1,0,0,0,0,1,0
AT1G79390,0,0,0,1,1,0,0,0,1,0
AT1G01725,0,0,0,1,0,0,0,0,1,0
AT1G01420,0,0,0,1,0,0,0,0,1,0
AT4G30450,0,0,0,1,1,0,0,0,1,1
AT4G28790,0,0,0,1,1,0,0,0,1,1
AT4G28410,0,0,0,1,1,0,0,0,1,0
AT4G22758,0,0,0,1,1,0,0,0,0,0
AT5G43150,0,0,0,1,0,0,0,0,1,0
AT4G21600,0,0,0,1,0,0,0,0,1,1
AT5G24980,0,0,0,1,0,0,0,0,1,0
AT4G36380,0,0,0,1,1,0,0,0,1,0
AT3G06700,0,0,0,1,0,0,0,0,1,0
AT3G61810,0,0,0,1,1,1,0,0,1,1
AT2G02510,0,0,0,1,0,0,0,0,1,0
AT1G20430,0,0,0,1,0,0,0,0,1,0
AT4G16450,0,0,0,1,0,0,0,0,1,0
AT1G72200,0,0,0,1,1,0,0,0,1,1
AT5G23760,0,0,0,1,1,0,0,0,1,1
AT1G15120,0,0,0,1,0,0,0,0,1,0
AT3G01690,0,0,0,1,1,0,0,0,1,1
AT2G37180,0,0,0,1,0,0,0,0,1,0
AT2G47485,0,0,0,1,0,0,0,0,1,0
AT3G18280,0,0,0,1,1,0,0,0,0,0
AT5G55125,0,0,0,1,0,0,0,0,1,0
AT1G43650,0,0,0,1,1,0,0,0,1,1
AT3G25950,0,0,0,1,0,0,0,0,0,0
AT2G45860,0,0,0,1,0,0,0,0,1,0
AT3G09260,0,0,0,1,1,0,0,0,1,1
AT1G66725,0,0,0,1,0,0,0,0,1,0
AT4G39780,0,0,0,1,0,0,0,0,0,0
AT1G60710,0,0,0,1,1,0,0,0,1,1
AT5G09830,0,0,0,1,0,0,0,0,1,0
AT2G41300,0,0,0,1,0,0,0,0,0,1
AT5G54130,0,0,0,1,1,0,0,0,1,1
AT3G13845,0,0,0,1,0,0,0,0,1,0
AT2G31230,0,0,0,1,0,0,0,0,1,0
AT3G50740,0,0,0,1,0,0,0,0,1,1
AT3G22942,0,0,0,1,1,0,0,0,1,1
AT4G15160,0,0,0,1,1,0,0,0,0,1
AT5G15320,0,0,0,1,0,0,0,0,1,0
AT1G78190,0,0,0,1,0,0,0,0,1,0
AT5G56670,0,0,0,1,0,0,0,0,1,0
AT5G17490,0,0,0,1,0,0,0,0,1,0
AT1G21770,0,0,0,1,0,0,0,0,1,0
AT3G23630,0,0,0,1,1,0,0,0,1,1
AT3G16450,0,0,0,1,1,0,0,1,0,1
AT1G66820,0,0,0,1,0,0,0,0,1,0
AT2G23170,0,0,0,1,0,0,0,0,1,0
AT4G40042,0,0,0,1,0,0,0,0,1,0
AT2G37510,0,0,0,1,1,0,0,0,1,0
AT5G60950,0,0,0,1,0,0,0,0,1,0
AT5G01060,0,0,0,1,0,0,0,0,1,0
AT3G05190,0,0,0,1,1,0,0,0,1,1
AT5G08040,0,0,0,1,0,0,0,0,1,0
AT2G44210,0,0,0,1,1,0,0,1,1,1
AT5G57920,0,0,0,1,0,0,0,0,1,0
AT4G23760,0,0,0,1,0,0,0,0,1,0
AT1G77400,0,0,0,1,1,0,0,0,0,0
AT1G33140,0,0,0,1,0,0,0,0,1,0
AT1G07700,0,0,0,1,0,0,0,0,1,0
AT5G46530,0,0,0,1,0,0,0,0,0,0
AT3G06320,0,0,0,1,0,0,0,0,1,0
AT5G65880,0,0,0,1,0,0,0,0,1,0
AT1G32460,0,0,0,1,0,0,0,1,1,1
AT1G74660,0,0,0,1,1,0,0,0,1,0
AT1G64190,0,0,0,1,1,1,0,0,1,1
AT5G49480,0,0,0,1,1,0,0,0,1,0
AT5G42980,0,0,0,1,0,0,0,0,1,0
AT5G60660,0,0,0,1,0,0,0,0,1,0
AT2G38300,0,0,0,1,1,0,0,0,1,1
AT4G03500,0,0,0,1,1,0,0,0,1,1
AT5G07680,0,0,0,1,1,0,0,0,1,0
AT1G01180,0,0,0,1,0,0,0,0,0,0
AT1G73177,0,0,0,1,0,0,0,0,1,0
AT1G07150,0,0,0,1,0,0,0,0,0,1
AT5G05440,0,0,0,1,0,0,0,0,1,1
AT1G17490,0,0,0,1,0,0,0,0,0,0
AT3G56240,0,0,0,1,0,0,0,0,0,0
AT5G28610,0,0,0,1,1,0,0,0,1,1
AT2G17050,0,0,0,1,1,0,0,1,1,1
AT1G56045,0,0,0,1,0,0,0,0,1,0
AT3G45160,0,0,0,1,1,0,0,1,1,1
AT5G59613,0,0,0,1,0,0,0,0,1,0
AT1G66270,0,0,0,1,0,0,0,0,1,0
AT5G38540,0,0,0,1,1,0,0,0,1,1
AT5G03330,0,0,0,1,1,1,0,0,1,1
AT4G17870,0,0,0,1,1,0,0,0,1,1
AT2G15620,0,0,0,1,1,1,0,0,1,1
AT1G74440,0,0,0,1,0,0,0,0,1,0
AT3G11340,0,0,0,1,1,0,0,0,1,1
AT2G25210,0,0,0,1,0,0,0,0,1,0
AT4G24265,0,0,0,1,1,0,0,0,0,0
AT2G23620,0,0,0,1,0,0,0,0,1,0
AT3G57040,0,0,0,1,0,0,0,0,1,0
AT2G26440,0,0,0,1,1,0,0,0,1,1
AT4G37540,0,0,0,1,1,0,0,0,1,0
AT1G67920,0,0,0,1,0,0,0,0,0,0
AT3G16390,0,0,0,1,0,0,0,0,1,1
AT2G41310,0,0,0,1,0,0,0,0,1,0
AT5G02170,0,0,0,1,1,0,0,0,0,1
AT4G29690,0,0,0,1,1,0,0,0,1,1
AT4G16840,0,0,0,1,0,0,0,0,1,0
AT4G14690,0,0,0,1,1,1,0,0,0,0
AT4G10370,0,0,0,1,1,0,0,0,1,1
AT3G04320,0,0,0,1,0,0,0,0,1,0
AT1G05660,0,0,0,1,0,0,0,0,1,0
AT5G45810,0,0,0,1,1,0,0,0,1,0
AT3G48360,0,0,0,1,0,1,0,0,0,1
AT1G48745,0,0,0,1,0,0,0,0,1,1
AT3G46810,0,0,0,1,1,0,0,0,1,1
AT4G11230,0,0,0,1,1,0,0,0,1,1
AT2G33770,0,0,0,1,1,1,0,1,1,1
AT1G51650,0,0,0,1,0,0,0,0,1,0
AT5G49560,0,0,0,1,0,0,0,0,1,0
AT1G76560,0,0,0,1,0,0,0,0,1,0
AT4G23400,0,0,0,1,0,0,0,0,1,0
AT5G05960,0,0,0,1,0,0,0,0,1,0
AT3G16410,0,0,0,1,0,0,0,0,1,0
AT2G47380,0,0,0,1,0,0,0,0,1,0
AT5G13110,0,0,0,1,1,1,0,0,1,1
AT3G52420,0,0,0,1,0,0,0,0,1,0
AT3G49860,0,0,0,1,1,0,0,0,1,1
AT1G49390,0,0,0,1,1,0,0,0,1,1
AT5G42060,0,0,0,1,0,0,0,0,1,0
AT4G09620,0,0,0,1,1,1,0,0,1,1
AT1G03980,0,0,0,1,1,0,0,0,1,0
AT4G27410,0,0,0,1,1,0,0,0,0,1
AT3G60750,0,0,0,1,1,0,0,0,1,1
AT2G01900,0,0,0,1,1,0,0,0,1,1
AT1G06640,0,0,0,1,1,0,0,0,1,1
AT4G15920,0,0,0,1,0,0,0,0,1,0
AT4G19520,0,0,0,1,0,0,0,0,0,0
AT1G66440,0,0,0,1,1,0,0,0,1,1
AT4G15390,0,0,0,1,1,0,0,0,1,1
AT2G37170,0,0,0,1,1,0,0,0,1,0
AT4G33960,0,0,0,1,0,0,0,0,0,1
AT4G17085,0,0,0,1,0,0,0,0,1,0
AT4G19975,0,0,0,1,0,0,0,0,0,0
AT4G21780,0,0,0,1,0,0,0,0,1,0
AT4G27030,0,0,0,1,1,0,0,0,1,0
AT1G07710,0,0,0,1,1,0,0,0,0,1
AT5G48175,0,0,0,1,0,0,0,0,1,0
AT4G37580,0,0,0,1,1,0,0,0,1,1
AT3G27170,0,0,0,1,1,0,0,0,1,1
AT5G40850,0,0,0,1,1,1,0,0,1,1
AT2G25160,0,0,0,1,1,0,0,0,1,0
AT1G24620,0,0,0,1,0,0,0,0,1,0
AT1G05300,0,0,0,1,0,0,0,1,1,0
AT1G51790,0,0,0,1,0,0,0,1,1,1
AT3G06420,0,0,0,1,0,0,0,0,0,0
AT4G21310,0,0,0,1,0,0,0,0,1,0
AT1G29025,0,0,0,1,0,0,0,0,1,0
AT1G17455,0,0,0,1,0,0,0,0,1,0
AT5G19040,0,0,0,1,1,0,0,0,1,1
AT5G05435,0,0,0,1,0,0,0,0,1,1
AT4G31985,0,0,0,1,0,0,0,0,1,0
AT3G28650,0,0,0,1,0,0,0,0,1,1
AT4G08770,0,0,0,1,1,0,0,1,1,1
AT3G13435,0,0,0,1,0,0,0,0,1,0
AT2G01880,0,0,0,1,0,0,0,0,0,1
AT1G22650,0,0,0,1,1,0,0,0,1,0
AT5G56870,0,0,0,1,0,0,0,0,1,0
AT5G19110,0,0,0,1,1,0,0,0,1,1
AT5G23950,0,0,0,1,0,0,0,0,0,0
AT1G30370,0,0,0,1,0,0,0,1,1,1
AT3G62400,0,0,0,1,0,0,0,0,1,0
AT1G60050,0,0,0,1,0,0,0,0,1,1
AT1G21360,0,0,0,1,0,0,0,0,0,0
AT5G05370,0,0,0,1,0,0,0,0,1,0
AT2G19150,0,0,0,1,0,0,0,0,0,0
AT1G05205,0,0,0,1,0,0,0,0,1,0
AT1G34760,0,0,0,1,1,0,0,0,1,1
AT3G59130,0,0,0,1,0,0,0,0,1,0
AT4G35030,0,0,0,1,1,0,0,0,1,1
AT3G51540,0,0,0,1,1,0,0,0,1,1
AT3G17609,0,0,0,1,1,0,0,0,1,1
AT1G55700,0,0,0,1,1,0,0,1,1,1
AT3G46710,0,0,0,1,1,0,0,0,1,1
AT4G17340,0,0,0,1,0,0,0,1,1,1
AT4G15500,0,0,0,1,0,0,0,0,1,0
AT1G53940,0,0,0,1,1,0,0,0,1,1
AT1G68880,0,0,0,1,1,0,0,1,1,1
AT2G24540,0,0,0,1,0,0,0,0,1,0
AT1G64405,0,0,0,1,1,0,0,0,1,1
AT4G04840,0,0,0,1,1,1,1,1,1,1
AT3G61430,0,0,0,1,0,0,0,0,1,0
AT1G54000,0,0,0,1,1,0,0,0,1,1
AT4G15270,0,0,0,1,1,0,0,0,1,1
AT5G58660,0,0,0,1,1,0,0,0,1,1
AT5G58784,0,0,0,1,0,0,0,0,1,0
AT2G23400,0,0,0,1,0,0,0,0,1,0
AT5G02140,0,0,0,1,0,0,0,0,1,1
AT4G32870,0,0,0,1,0,0,0,0,1,1
AT1G13590,0,0,0,1,0,0,0,0,1,0
AT4G13890,0,0,0,1,0,0,0,0,1,0
AT5G67420,0,0,0,1,0,0,0,0,1,0
AT3G62760,0,0,0,1,0,0,0,1,1,0
AT1G49245,0,0,0,1,0,0,0,0,1,0
AT1G70920,0,0,0,1,0,0,0,0,0,0
AT5G15830,0,0,0,1,1,0,0,0,1,1
AT5G28630,0,0,0,1,1,0,0,0,1,1
AT5G57815,0,0,0,1,0,0,0,0,1,0
AT4G23590,0,0,0,1,0,0,0,0,1,0
AT3G18510,0,0,0,1,0,0,0,0,1,0
AT4G22235,0,0,0,1,0,0,0,0,1,0
AT4G11290,0,0,0,1,1,0,0,1,1,1
AT2G46390,0,0,0,1,0,0,0,0,1,0
AT1G30510,0,0,0,1,1,0,0,0,1,1
AT1G17190,0,0,0,1,1,0,0,0,1,1
AT5G38450,0,0,0,1,1,0,0,0,1,0
AT4G01430,0,0,0,1,1,0,0,0,1,1
AT3G46490,0,0,0,1,0,0,0,0,1,0
AT1G30840,0,0,0,1,1,1,0,0,0,1
AT1G12080,0,0,0,1,0,0,0,0,1,0
AT3G63110,0,0,0,1,1,0,0,0,1,0
AT5G45340,0,0,0,1,0,0,0,0,1,1
AT1G65900,0,0,0,1,1,0,0,0,1,1
AT5G23840,0,0,0,1,1,0,0,0,0,1
AT2G43445,0,0,0,1,1,0,0,0,0,0
AT2G18450,0,0,0,1,1,0,0,1,1,1
AT5G10520,0,0,0,1,1,1,0,1,1,1
AT5G55170,0,0,0,1,0,0,0,0,1,0
AT3G14060,0,0,0,1,0,0,0,0,1,0
AT1G33540,0,0,0,1,0,0,0,1,1,1
AT5G02580,0,0,0,1,0,0,0,0,1,0
AT3G11120,0,0,0,1,0,0,0,0,1,0
AT5G38940,0,0,0,1,1,0,0,1,1,1
AT4G22217,0,0,0,1,0,0,0,0,1,0
AT2G43535,0,0,0,1,0,1,0,1,0,0
AT4G15300,0,0,0,1,0,0,0,0,1,0
AT1G61255,0,0,0,1,0,0,0,0,0,0
AT5G39090,0,0,0,1,0,0,0,0,1,0
AT5G41670,0,0,0,1,1,1,0,0,1,1
AT1G72360,0,0,0,1,1,0,0,0,1,1
AT5G53370,0,0,0,1,1,0,0,0,1,1
AT1G16916,0,0,0,1,0,0,0,0,1,0
AT3G23510,0,0,0,1,0,0,0,1,1,0
AT1G60787,0,0,0,1,0,0,0,0,1,1
AT5G46050,0,0,0,1,0,0,0,0,1,0
AT5G52310,0,0,0,1,0,0,0,0,1,1
AT3G45430,0,0,0,1,0,0,0,0,1,0
AT3G08520,0,0,0,1,0,0,0,0,1,0
AT4G25835,0,0,0,1,1,0,0,0,1,1
AT5G53380,0,0,0,1,0,0,0,0,1,0
AT5G45380,0,0,0,1,1,0,0,0,1,1
AT3G23000,0,0,0,1,1,0,0,0,1,0
AT3G56220,0,0,0,1,0,0,0,0,1,1
AT1G07620,0,0,0,1,0,0,0,0,0,0
AT4G38340,0,0,0,1,1,1,0,1,1,1
AT3G12240,0,0,0,1,1,0,0,1,1,1
AT5G15970,0,0,0,1,1,0,0,0,0,1
AT1G66280,0,0,0,1,0,0,0,0,1,1
AT2G46690,0,0,0,1,1,0,0,0,1,1
AT3G59340,0,0,0,1,1,0,0,1,1,1
AT1G71015,0,0,0,1,0,0,0,0,1,0
AT4G16260,0,0,0,1,0,0,0,0,1,1
AT4G18010,0,0,0,1,1,0,0,0,1,1
AT4G04450,0,0,0,1,0,0,0,0,0,0
AT4G30420,0,0,0,1,1,0,0,0,1,1
AT3G56020,0,0,0,1,0,0,0,0,1,0
AT2G28780,0,0,0,1,1,1,0,1,1,1
AT5G39240,0,0,0,1,0,0,0,0,1,0
AT5G02502,0,0,0,1,0,0,0,0,1,0
AT5G24410,0,0,0,1,1,0,0,0,1,0
AT4G40010,0,0,0,1,1,0,0,0,1,1
AT4G13860,0,0,0,1,0,0,0,0,1,0
AT1G54010,0,0,0,1,0,0,0,0,1,0
AT4G08620,0,0,0,1,0,0,0,0,1,1
AT1G19380,0,0,0,1,1,1,0,0,1,1
AT5G65320,0,0,0,1,1,0,0,0,1,1
AT3G14260,0,0,0,1,1,1,0,1,1,1
AT4G19680,0,0,0,1,0,0,0,0,1,1
AT2G33550,0,0,0,1,1,0,0,0,1,1
AT3G16070,0,0,0,1,0,0,0,0,0,1
AT3G49330,0,0,0,1,0,0,0,0,0,0
AT5G63600,0,0,0,1,0,0,0,0,1,0
AT1G12100,0,0,0,1,0,0,0,0,1,1
AT2G38760,0,0,0,1,1,0,0,0,1,1
AT1G49450,0,0,0,1,0,0,0,0,1,0
AT3G45390,0,0,0,1,0,0,0,0,1,1
AT4G30230,0,0,0,1,1,1,0,1,1,1
AT4G15393,0,0,0,1,1,0,0,1,1,1
AT3G46370,0,0,0,1,1,0,0,0,1,0
AT4G12543,0,0,0,1,0,0,0,1,1,0
AT4G16860,0,0,0,1,0,0,0,0,0,0
AT5G28960,0,0,0,1,0,0,0,0,1,0
AT2G42850,0,0,0,1,1,0,0,0,1,0
AT1G68500,0,0,0,1,1,0,0,0,1,1
AT1G24280,0,0,0,1,1,1,0,0,1,1
AT4G33120,0,0,0,1,0,0,0,0,1,0
AT1G33870,0,0,0,1,1,0,0,0,1,1
AT3G44700,0,0,0,1,1,0,0,1,1,1
AT3G46130,0,0,0,1,0,0,0,0,1,0
AT1G13600,0,0,0,1,0,0,0,0,1,0
AT3G55700,0,0,0,1,1,0,0,1,1,1
AT3G22570,0,0,0,1,0,0,0,0,1,0
AT5G59760,0,0,0,1,0,0,0,0,0,0
AT4G21903,0,0,0,1,1,0,0,0,1,1
AT3G14680,0,0,0,1,1,0,0,0,1,1
AT3G12965,0,0,0,1,0,0,0,0,1,0
AT2G37925,0,0,0,1,0,0,0,0,1,1
AT5G09978,0,0,0,1,0,0,0,0,1,0
AT1G53887,0,0,0,1,0,0,0,0,1,0
AT5G24140,0,0,0,1,0,0,0,0,1,0
AT4G33590,0,0,0,1,0,0,0,0,0,0
AT2G42140,0,0,0,1,0,0,0,0,1,0
AT1G52050,0,0,0,1,0,0,0,0,1,0
AT1G56430,0,0,0,1,1,0,0,0,1,1
AT3G47760,0,0,0,1,1,0,0,0,1,0
AT5G64100,0,0,0,1,0,0,0,0,1,1
AT3G50470,0,0,0,1,0,0,0,0,1,1
AT5G23220,0,0,0,1,0,0,0,1,0,1
AT4G24350,0,0,0,1,1,1,0,0,1,0
AT5G44566,0,0,0,1,0,0,0,0,1,0
AT2G22122,0,0,0,1,1,0,0,0,1,0
AT5G42590,0,0,0,1,1,0,0,0,0,1
AT4G35210,0,0,0,1,1,0,0,0,1,0
AT5G56795,0,0,0,1,0,0,0,0,1,0
AT2G40205,0,0,0,1,0,0,0,0,1,0
AT2G47160,0,0,0,1,1,0,0,0,1,1
AT3G20940,0,0,0,1,0,0,0,0,1,0
AT1G51440,0,0,0,1,0,0,0,0,0,0
AT5G66490,0,0,0,1,1,0,0,0,1,1
AT4G22980,0,0,0,1,0,0,0,0,0,0
AT1G30515,0,0,0,1,0,0,0,0,0,0
AT3G02493,0,0,0,1,0,0,0,0,0,0
AT2G20080,0,0,0,1,0,0,0,0,1,0
AT1G58590,0,0,0,1,1,0,0,0,1,1
AT5G10210,0,0,0,1,0,0,0,0,1,1
AT3G29250,0,0,0,1,1,0,0,0,1,1
AT3G19030,0,0,0,1,1,0,0,0,1,1
AT3G25882,0,0,0,1,1,0,0,0,1,1
AT5G06475,0,0,0,1,0,0,0,0,1,1
AT3G59710,0,0,0,1,0,0,0,0,1,0
AT2G41180,0,0,0,1,1,0,0,0,1,1
AT4G15480,0,0,0,1,1,0,0,0,1,1
AT5G53980,0,0,0,1,0,0,0,0,0,0
AT1G67910,0,0,0,1,0,0,0,0,1,0
AT1G52690,0,0,0,1,1,0,0,0,0,1
AT5G66985,0,0,0,1,1,0,0,0,1,1
AT5G44460,0,0,0,1,0,0,0,0,1,0
AT3G13437,0,0,0,1,1,0,0,1,1,1
AT1G78090,0,0,0,1,1,0,0,0,1,1
AT4G01820,0,0,0,1,1,0,0,0,1,1
AT1G23205,0,0,0,1,1,0,0,0,1,1
AT1G74770,0,0,0,1,1,1,0,1,1,1
AT5G23160,0,0,0,1,0,0,0,0,0,0
AT5G41050,0,0,0,1,0,0,0,0,1,1
AT1G68238,0,0,0,1,1,0,0,0,1,0
AT3G15760,0,0,0,1,0,0,0,0,1,0
AT2G42980,0,0,0,1,0,0,0,0,1,0
AT4G24170,0,0,0,1,1,0,0,0,1,1
AT2G48080,0,0,0,1,1,1,0,0,1,1
AT5G01075,0,0,0,1,0,0,0,0,0,0
AT2G37750,0,0,0,1,0,0,0,0,1,0
AT4G37850,0,0,0,1,0,0,0,0,1,0
AT5G54530,0,0,0,1,1,0,0,0,1,1
AT2G36210,0,0,0,1,1,0,0,0,1,1
AT1G62500,0,0,0,1,1,0,0,0,1,1
AT4G34800,0,0,0,1,0,0,0,0,1,0
AT3G21351,0,0,0,1,0,0,0,0,1,0
AT1G13080,0,0,0,1,0,0,0,0,0,1
AT5G01740,0,0,0,1,1,0,0,0,1,1
AT3G03910,0,0,0,1,0,0,0,0,1,0
AT2G31081,0,0,0,1,0,0,0,0,1,0
AT1G79075,0,0,0,1,0,0,0,0,1,0
AT1G72540,0,0,0,1,1,1,0,1,1,1
AT3G29430,0,0,0,1,0,0,0,0,1,1
AT1G29830,0,0,0,1,1,0,0,1,1,1
AT5G59590,0,0,0,1,0,0,0,0,1,0
AT3G02850,0,0,0,1,1,1,0,0,1,1
AT4G10270,0,0,0,1,0,0,0,0,1,1
AT5G61412,0,0,0,1,0,0,0,0,1,0
AT5G43590,0,0,0,1,1,0,0,0,1,1
AT4G22214,0,0,0,1,0,0,0,0,1,0
AT2G15130,0,0,0,1,1,0,0,0,0,0
AT1G02030,0,0,0,1,1,0,0,0,1,1
AT5G47950,0,0,0,1,0,0,0,0,1,0
AT5G35940,0,0,0,1,0,1,1,1,1,1
AT2G22200,0,0,0,1,0,0,0,0,0,0
AT2G28210,0,0,0,1,0,0,0,0,0,0
AT5G65980,0,0,0,1,0,0,0,0,1,0
AT3G05950,0,0,0,1,0,0,0,1,0,0
AT3G56970,0,0,0,1,1,0,0,0,1,1
AT3G46330,0,0,0,1,1,0,0,1,1,1
AT5G66595,0,0,0,1,1,0,0,0,1,1
AT3G46800,0,0,0,1,0,0,0,0,1,1
AT1G33670,0,0,0,1,1,0,0,1,1,1
AT1G15670,0,0,0,1,0,0,0,0,1,0
AT1G14185,0,0,0,1,0,0,0,0,1,0
AT3G02242,0,0,0,1,0,0,0,0,1,0
AT1G72220,0,0,0,1,1,0,0,0,1,1
AT4G22212,0,0,0,1,0,0,0,0,1,0
AT2G14510,0,0,0,1,1,0,0,1,1,1
AT4G12555,0,0,0,1,0,0,0,0,1,0
AT1G32540,0,0,0,1,0,0,0,0,1,1
AT5G26260,0,0,0,1,0,0,0,0,1,0
AT4G37060,0,0,0,1,1,0,0,0,1,0
AT3G02885,0,0,0,1,1,1,0,0,1,1
AT4G02380,0,0,0,1,1,0,0,0,1,1
AT5G63160,0,0,0,1,1,0,0,0,1,0
AT5G56080,0,0,0,1,1,1,0,0,1,0
AT3G47710,0,0,0,1,0,0,0,0,1,1
AT1G26233,0,0,0,1,0,0,0,0,1,0
AT5G19970,0,0,0,1,1,0,0,0,1,1
AT1G49700,0,0,0,1,1,0,0,0,0,1
AT5G62430,0,0,0,1,0,0,0,0,1,0
AT1G72930,0,0,0,1,0,0,0,0,0,0
AT3G44870,0,0,0,1,0,0,0,0,1,0
AT5G52260,0,0,0,1,1,0,0,0,1,0
AT1G09350,0,0,0,1,1,0,0,0,1,1
AT1G77880,0,0,0,1,0,0,0,0,0,0
AT1G73165,0,0,0,1,0,0,0,0,1,0
AT5G14650,0,0,0,1,0,1,0,0,0,1
AT3G52561,0,0,0,1,0,0,0,0,1,0
AT4G16355,0,0,0,1,1,0,0,0,1,0
